"Time","WWWW","WWWR","WWWB","WWRR","WWRB","WWBB","WHWW","WHWR","WHWB","WHRR","WHRB","WHBB","HHWW","HHWR","HHWB","HHRR","HHRB","HHBB"
273,0.00506368741164451,0.105844351717067,0.0178713663266578,8.84206395504475,2.2098346657056,0,0,0.383944279091557,0.0139914264127153,82.3880482453794,13.3683276156448,0,0,0,0,173.248030882969,16.9621986103124,0
274,0.00462791338096476,0.0992462279626924,0.0166466555048958,8.72334020611724,2.15692418358821,0,0,0.362300957016596,0.0131726450337082,81.9948657052856,13.1831686761776,0,0,0,0,174.076544290024,16.9365215637437,0
275,0.0042288701402651,0.093010495394142,0.0154991459776327,8.59128751320746,2.10249143779814,0,0,0.341853638439844,0.0123937670514104,81.571153617001,12.9904320635087,0,0,0,0,174.966130081988,16.9016724772598,0
276,0.00386355187980753,0.0871271729681601,0.0144251754644434,8.45150673354077,2.04757982728505,0,0,0.322519842089826,0.0116545941083248,81.1250484088169,12.793496761311,0,0,0,0,175.89606362895,16.8601522141735,0
277,0.00352918785741407,0.0815847644189802,0.013421056589731,8.30862995610883,1.99303898688727,0,0,0.304228014682747,0.010954553208639,80.6649366750981,12.5953395793073,0,0,0,0,176.846984532106,16.814317596542,0
278,0.00322322542623525,0.0763706889330405,0.0124831228001399,8.16647020583883,1.93955666162918,0,0,0.286915478142001,0.0102927824695169,80.1991297013793,12.3985626353725,0,0,0,0,177.801076952114,16.7663496392195,0
279,0.00294331390248387,0.0714715075070717,0.0116077503407197,8.02806211075535,1.88766765726092,0,0,0.270526196962651,0.00966818415796947,79.7350609087966,12.20532662893,0,0,0,0,178.74313074431,16.7181361717311,0
280,0.00268728967818188,0.0668732333049334,0.0107913886112321,7.8957869092114,1.83777983550765,0,0,0.255009622049232,0.0090794857787454,79.2793225613419,12.0174048462629,0,0,0,0,179.660249988143,16.6712996119636,0
281,0.0024531622858606,0.0625615879016041,0.0100305837028937,7.77148057186225,1.79019640017333,0,0,0.240319748182231,0.00852529096993845,78.8377019825605,11.8362324628654,0,0,0,0,180.541595921735,16.6272209594084,0
282,0.00223910136040965,0.0585222040564394,0.00932199546662384,7.65652112548684,1.74513380621182,0,0,0.22641432566646,0.00800412075254217,78.4151869484557,11.6629460346116,0,0,0,0,181.378212687368,16.5870560165908,0
283,0.00204342449369382,0.0547407913770958,0.0086624101186729,7.55190453304086,1.70273714951651,0,0,0.213254231088356,0.00751444749013739,78.0159919423006,11.4984208940855,0,0,0,0,182.162860450135,16.5517531305461,0
284,0.00186458590947369,0.0512032688460696,0.00804874893088789,7.45831013850988,1.66309329044959,0,0,0.200802961753037,0.0070547224046714,77.6435961525881,11.3433056958672,0,0,0,0,182.889845750297,16.5220709911789,0
285,0.001701165906378,0.0478958680622856,0.00747807355271735,7.3761562641872,1.6262418835063,0,0,0.189026226510069,0.00662339745573049,77.3007843673661,11.1980533075928,0,0,0,0,183.554845483088,16.4985951532678,0
286,0.0015518610580127,0.0448052139913234,0.00694758886676115,7.30564798722973,1.5921847522775,0,0,0.177891625384095,0.00621894278859039,76.9896975788863,11.0629493415163,0,0,0,0,184.15474738809,16.4817550977002,0
287,0.00141547511627932,0.0419183862439119,0.0064546437727184,7.24681801348769,1.56089381864192,0,0,0.16736839896701,0.00583986037145007,76.7118893896434,10.9381381654476,0,0,0,0,184.687502636288,16.4718412653506,0
288,0.00129087882743137,0.0391919929036633,0.00599377700442126,7.16324624662813,1.52614800016876,0,0,0.157456038909805,0.00547956265421145,76.358106286219,10.7958919483983,0,0,0,0,185.363058848155,16.4420292868006,0
289,0.00117707620526377,0.0366227577655553,0.00556346880972052,7.06270431754886,1.48928084292929,0,0,0.148118445143483,0.00513807247920162,75.9531493894586,10.6423410015285,0,0,0,0,186.134587601511,16.3982578764076,0
290,0.00107315263566807,0.0342064271304246,0.00516218107484656,6.95174386937948,1.45140572760196,0,0,0.13932213392289,0.00481521508274333,75.5181265941563,10.4826563205472,0,0,0,0,186.962344674283,16.3455822973796,0
291,0.000978267975810138,0.0319369784099058,0.00478828271897098,6.83483612777717,1.41323685554741,0,0,0.131030996374019,0.00451053615422872,75.0617509584404,10.3196503691322,0,0,0,0,187.826960809269,16.286579111218,0
292,0.000891651494998707,0.0298080986888533,0.00444018266038066,6.71567657672392,1.37535564506578,0,0,0.123212972410009,0.00422348076860297,74.5927142468254,10.1557899914578,0,0,0,0,188.710442812075,16.2236554063051,0
293,0.000812596389876353,0.0278133113373971,0.00411633922760225,6.59730510260827,1.33823261322727,0,0,0.115839361054364,0.00395342092573298,74.1194323852527,9.99322330149337,0,0,0,0,189.596308448235,16.1590236084474,0
294,0.000740454679052625,0.0259460427110786,0.00381526361188852,6.48213842988715,1.30223336448635,0,0,0.108884084596004,0.00369967311706603,73.6493321553098,9.83372754059393,0,0,0,0,190.470520812371,16.0945883352013,0
295,0.000674632501910972,0.024199710358379,0.00353552529643337,6.3720704398434,1.26763644212474,0,0,0.102323288542615,0.00346151744818725,73.1889165831571,9.67875594284547,0,0,0,0,191.321210013316,16.0319772213156,0
296,0.000614585768775798,0.0225677943277825,0.00327575578313718,6.26855892181093,1.23464863554836,0,0,0.0961350127248626,0.00323821336610592,72.7438257905249,9.52948023278626,0,0,0,0,192.138427693113,15.972567814628,0
297,0.000559816139037968,0.0210438922999689,0.00303465075537688,6.17269575811448,1.20341729748781,0,0,0.0902989156589191,0.00302901226925373,72.3188666382894,9.38682476293692,0,0,0,0,192.913983104359,15.9175067093858,0
298,0.000509867305750771,0.0196217628069284,0.00281097111792903,6.08526761673168,1.17404088018719,0,0,0.0847960495921027,0.00283316763894871,71.9180544221175,9.25149811473115,0,0,0,0,193.641278302184,15.8677289360951,0
299,0.000464321565526422,0.0182953584047329,0.00260354312669692,6.006808333317,1.14657793027798,0,0,0.0796086772806297,0.00264994307241859,71.5446633670794,9.12402219023896,0,0,0,0,194.315144405144,15.823977286892,0
300,0.000422796651838531,0.0170588500585475,0.00241125775213613,5.93764350075239,1.12105466591362,0,0,0.0747201214676946,0.00247861849644249,71.201278652457,9.00475825331911,0,0,0,0,194.931675687731,15.7868204291679,0
301,0.000384942817994473,0.0159066447263525,0.0022330694986431,5.87792873316869,1.09747141025385,0,0,0.0701146439404785,0.00231849493876725,70.8898544833258,8.8939307663197,0,0,0,0,195.488079394722,15.7566710889058,0
302,0.000350440150030794,0.0148333971371249,0.00206799478471439,5.8276823699374,1.07580802949592,0,0,0.0657773479525543,0.00216889807200321,70.6117752825595,8.7916489801573,0,0,0,0,195.982537397906,15.7338038707724,0
303,0.00031899609181566,0.0138340166486992,0.00191510997654658,5.78681323561749,1.05602849672611,0,0,0.0616940989790731,0.00202918072017252,70.3679168744199,8.69792620294015,0,0,0,0,196.414075391222,15.7183722057555,0
304,0.000290343166847484,0.0129036700764299,0.00177354916711806,5.75514414345158,1.03808471045723,0,0,0.0578514602899624,0.00189872451275837,70.1587067846284,8.61269691649049,0,0,0,0,196.78244124089,15.7104243973977,0
305,0.000264236882194372,0.0120377812459373,0.00164250177650521,5.7324317301208,1.02191967709904,0,0,0.0542366403867596,0.00177694084331999,69.9841827390649,8.53583188899273,0,0,0,0,197.08799318732,15.7099186981278,0
306,0.000240453688452079,0.0112315269706131,0.00152117013872041,5.716927669766,1.00721273017968,0,0,0.0508360710081651,0.00166321116142802,69.8369308478651,8.46574428041258,0,0,0,0,197.343721853114,15.7153509328561,0
307,0.000218789370917651,0.0104805030392253,0.00140882016341816,5.70715976168485,0.993696685009547,0,0,0.0476373073572702,0.0015569634995709,69.7111787914389,8.4011357391318,0,0,0,0,197.559937226869,15.7255007961179,0
308,0.000199057408985705,0.00978068613208003,0.00130477640762915,5.70191691004302,0.981154152176048,0,0,0.0446288580024539,0.00145767045027625,69.6025157648646,8.34096537989963,0,0,0,0,197.744670206685,15.7393897945601,0
309,0.000181087467245231,0.00912838255652917,0.00120841606796015,5.70013990325332,0.969399206920303,0,0,0.0418000031161334,0.00136484445198133,69.5072444287994,8.2843463455123,0,0,0,0,197.904751917646,15.7561661185337,0
310,0.000164724016129382,0.00852019895087466,0.00111916487456765,5.70092452743656,0.95827640237953,0,0,0.0391407012667908,0.00127803539821762,69.4223252298255,8.23053844685742,0,0,0,0,198.045871507345,15.7751021267261,0
311,0.000149825067156865,0.00795301528395246,0.00103649323497021,5.70351977237323,0.947659141023631,0,0,0.0366415138892997,0.00119682812003358,69.3453238608758,8.1789396667578,0,0,0,0,198.172641743136,15.7955903229986,0
312,0.00013626101356085,0.00742395940686139,0.000959912583063608,5.70731679933965,0.937446814223372,0,0,0.0342935424279632,0.00112083975271009,69.2743366636023,8.12907259045391,0,0,0,0,198.288717767856,15.8171337384434,0
313,0.000123913568007931,0.00693038399462305,0.000888972007252781,5.71183686888689,0.927561907015725,0,0,0.0320883773097822,0.00104971714915843,69.2079261151945,8.08057132434358,0,0,0,0,198.396903560482,15.8393367914366,0
314,0.000112674789525883,0.00646984574178315,0.000823255150011573,5.7167187149604,0.917947156906909,0,0,0.0300180563046909,0.00098313439413172,69.1450637035572,8.0331689230174,0,0,0,0,198.499248363116,15.8618963345011,0
315,0.000102446192447122,0.00604008663372441,0.000762377365522655,5.72170549521213,0.908562793855,0,0,0.0280750303003484,0.000920790454000092,69.0850774645474,7.98668519822016,0,0,0,0,198.597139214247,15.884592659953,0
316,9.31379306331619e-05,0.00563901713417284,0.000705983120806483,5.726631766083,0.899383923444956,0,0,0.0262521348999319,0.000862406984008999,69.027603398194,7.94101503693606,0,0,0,0,198.691389142974,15.9072804937263,0
317,8.46680507770382e-05,0.00526470112357031,0.000653743623940401,5.73141082677441,0.890398095203662,0,0,0.0245425665651034,0.000807726304271464,68.9725402556156,7.89611733769206,0,0,0,0,198.782320417316,15.9298800374576,0
318,7.69618090294532e-05,0.0049153424086845,0.000605354660841944,5.73602260946262,0.88160307138766,0,0,0.0229398622207266,0.000756509545298073,68.9200066377753,7.85200456707893,0,0,0,0,198.8698404002,15.9523679679405,0
319,6.99510457623251e-05,0.0045892726604314,0.000560534624883439,5.74050234496008,0.873004816089174,0,0,0.0214378815963082,0.000708534963188323,68.870300946119,7.80873307384414,0,0,0,0,198.953511662075,15.9747686529151,0
320,6.35736136507522e-05,0.00428494063339923,0.000519022722868174,5.7449301430991,0.864615710648604,0,0,0.0200307916936061,0.000663596418452463,68.8238644597575,7.76639423645865,0,0,0,0,199.032616923432,15.9971457557244,0
321,5.77728546199602e-05,0.0040009025242434,0.000480577341062683,5.74942154897518,0.856452990352154,0,0,0.0187130528781766,0.000621502008543853,68.7812475298657,7.72510646357831,0,0,0,0,199.106218495535,16.0195943139733,0
322,5.24971215651867e-05,0.00373581333802208,0.000444974556018949,5.75411909964055,0.848537392658034,0,0,0.0174794062066617,0.000582072842560292,68.743078936442,7.68500805214159,0,0,0,0,199.173212102855,16.0422333734009,0
323,4.76993410855241e-05,0.00348841914358718,0.000412006776060017,5.7591848751764,0.840892003740836,0,0,0.0163248616921758,0.000545141945751467,68.7100384466653,7.64625089180416,0,0,0,0,199.232375091156,16.0651992425868,0
324,4.33366131820592e-05,0.00325754249487951,0.000381480933978331,5.76470967310332,0.833528345628386,0,0,0.015244665662539,0.000510552248603878,68.6824542442291,7.60892167404646,0,0,0,0,199.283082277853,16.0885724960325,0
325,3.93698463269185e-05,0.00304207935509534,0.000353217591037502,5.7707298496324,0.826448941392584,0,0,0.0142343002434643,0.000478156091769654,68.660386205176,7.57305513332105,0,0,0,0,199.325160988133,16.1123889567212,0
326,3.57634238925232e-05,0.00284099593603873,0.000327050084885923,5.77724200743723,0.819649600587346,0,0,0.0132894806833589,0.000447814764392357,68.6436984234336,7.53864619079512,0,0,0,0,199.358766970068,16.1366496956563,0
327,3.24848992814368e-05,0.00265332514096897,0.000302823695520519,5.78421070746082,0.813120717118727,0,0,0.0124061502470282,0.000419398030190013,68.632099717279,7.5056569013583,0,0,0,0,199.384320345963,16.1613264689296,0
328,2.9504717364495e-05,0.00247816308001939,0.000280394858603849,5.79157597330323,0.806848529873089,0,0,0.0115804739485492,0.000392783677267945,68.6251819786098,7.4740233669318,0,0,0,0,199.402443441171,16.186367310154,0
329,2.67959600057959e-05,0.0023146656511974,0.000259630422575345,5.79926045766541,0.800816322285429,0,0,0.0108088313869057,0.000367857087830173,68.6224559103986,7.44366245047781,0,0,0,0,199.413901665567,16.211702122918,0
