"Time","WWWW","WWWR","WWWB","WWRR","WWRB","WWBB","WHWW","WHWR","WHWB","WHRR","WHRB","WHBB","HHWW","HHWR","HHWB","HHRR","HHRB","HHBB"
0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,255.95924885854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,259.622572831225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,263.019564406642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266.176856824517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,225.497538896884,43.6208811037205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,223.962415869188,47.9034109898949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,223.331006032128,51.1074869995866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,223.479315699679,53.3745768874029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,224.29513907239,54.8326131145237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,217.735337971974,63.5388878547869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,212.694395687382,70.6116564152422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,209.014405826189,76.220289924712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,206.525736687972,80.5055599806416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,205.070675773255,83.6034908488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,204.503153534894,85.6445190078084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,204.688512892555,86.7527472776055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,273.548604675824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,274.466875025541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,293.840092529886,0,0,0,0,0,0,0,1.3709139684673,0,0,0,0,0,0,0,0
0,0,293.260029070689,0,0,0,0,0,0,0,3.73443270126512,0,0,0,0,0,0,0,0
0,0,292.02037485525,0,0,0,0,0,0,0,6.78182677366063,0,0,0,0,0,0,0,0
0,0,290.359156557303,0,0,0,0,0,0,0,10.2629520364548,0,0,0,0,0,0,0,0
0,0,192.186102778698,96.2814729408366,0,0,0,0,0,0,7.59706756279987,6.37991179817324,0,0,0,0,0,0,0
0,0,190.220910213297,96.276568495096,0,0,0,0,0,0,9.88805654237022,7.87648720654863,0,0,0,0,0,0,0
0,0,189.001157387067,95.5666684052225,0,0,0,0,0,0,12.2858155672584,9.21528834537073,0,0,0,0,0,0,0
0,0,188.485381674754,94.2848673508315,0,0,0,0,0,0,14.7286456094069,10.3626599974557,0,0,0,0,0,0,0
0,0,183.366451764996,97.8052567140017,0,0,0,0,0,0,15.9465679803778,12.5170682504901,0,0,0,0,0,0,0
0,0,182.32773006613,96.6434010848699,0,0,0,0,0,0,18.4896989135286,13.9271341411604,0,0,0,0,0,0,0
0,0,181.275962734814,95.1263332050362,0,0,0,0,0,0,21.3015140219133,15.4152846859495,0,0,0,0,0,0,0
0,0,175.819634673154,97.8377711016963,0,0,0,0,0,0,22.5213948666204,18.6514660910701,0,0,0,0,0,0,0
0,0,171.154638276469,99.7340883020517,0,0,0,0,0,0,23.9333285613984,21.6959078712637,0,0,0,0,0,0,0
0,0,167.228337382928,100.986153567197,0,0,0,0,0,0,25.4706160882218,24.4900102479022,0,0,0,0,0,0,0
0,0,163.993270408783,101.731012856959,0,0,0,0,0,0,27.0745108697184,26.9939081635475,0,0,0,0,0,0,0
0,0,161.405932850439,102.077527492577,0,0,0,0,0,0,28.6942712309139,29.1829037151555,0,0,0,0,0,0,0
0,0,37,224.536887915831,0,0,0,0,0,0,0,61.331395172234,0,0,0,0,0,0,0
0,0,37,222.912147687609,0,0,0,0,0,0,0,64.3925764188619,0,0,0,0,0,0,0
0,0,0,258.58526368091,0.00189592410098031,0.0154853055307154,1.4779739785042e-06,0,0,0,0,67.038380104872,0.000867111353347989,0,0,0,0,0,0
0,0,0,256.78589776808,0.0114592068542555,0.0493414951665496,1.9352772977968e-05,0,0,0,0,69.9416315144612,0.00567084121704135,0,0,0,0,0,0
0,0,0,254.641269690649,0.0345580669454002,0.110662898714006,0.000104088191634173,0,0,0,0,72.9172892129567,0.0181455516565422,0,0,0,0,0,0
0,0,0,252.275110456538,0.061141096308635,0.207376804223178,0.000273565883380769,0,0,0,0,75.8372659723139,0.0333744625826531,0,0,0,0,0,0
0,0,0,168.718338314204,81.1574886796075,0.191211968980911,0.155346753519553,0,0,0,0,46.7860458494403,31.8717388267237,0,0,0,0,0,0
0,0,0,166.043452304455,81.3322796792707,0.287477810894308,0.245077793025497,0,0,0,0,47.5183788684045,33.7116552497631,0,0,0,0,0,0
0,0,0,164.124456085489,80.7797992377663,0.418345502767838,0.350883327777892,0,0,0,0,48.511758168729,35.0310017267066,0,0,0,0,0,0
0,0,0,162.700776901664,79.8182722255937,0.585911486723008,0.472842705400438,0,0,0,0,49.5921193896624,35.9764781269611,0,0,0,0,0,0
0,0,0,138.480267196443,101.788327150339,0.55852097600272,0.84345673542615,0,0,0,0,38.2056363735907,49.0876851214578,0,0,0,0,0,0
0,0,0,137.079001017893,101.054551139368,0.72811642556063,1.0747239925235,0,0,0,0,38.6038521129041,50.0849525790039,0,0,0,0,0,0
0,0,0,135.954756743964,100.146066179581,0.927654213400176,1.33649048840508,0,0,0,0,38.9575617455195,50.7897342752471,0,0,0,0,0,0
0,0,0,134.840018961724,98.8509667912085,1.13208487856647,1.59662758746528,0,0,0,0,39.4474624789094,51.5217759256609,0,0,0,0,0,0
0,0,0,133.734499296012,97.291900998244,1.34427681810272,1.86172010919963,0,0,0,0,40.0029501834183,52.2438934285136,0,0,0,0,0,0
0,0,0,130.62651784669,97.5862321732825,1.45010512147901,2.25368498500258,0,0,0,0,39.0790663244812,54.4223863430878,0,0,0,0,0,0
0,0,0,127.421073495668,97.9199944411978,1.55190723728683,2.67642854695234,0,0,0,0,38.0084507804799,56.668781329173,0,0,0,0,0,0
0,0,0,125.008961665951,97.4788035749041,1.69151455946938,3.09280632772812,0,0,0,0,37.3775523101236,58.3571381548188,0,0,0,0,0,0
0,0,0,55,164.717343505475,0,5.37502372964031,0,0,0,0,0,96.6473798976052,0,0,0,0,0,0
0,0,0,55,159.950530576611,2.13376361650363,5.86566290699001,0.136778939183306,0,0,0,0,95.8153218683682,1.58375233765972,0,0,0,0,0
0,0,0,0,212.238999667208,2.39345822657455,6.49747099791883,0.170409003146381,0,0,0,0,96.1691987010836,1.81115664630627,0,0,0,0,0
0,0,0,0,209.677048924904,2.67370258194907,7.16014463797593,0.210375611648038,0,0,0,0,96.3074783151203,2.05377675764418,0,0,0,0,0
0,0,0,0,207.256966122087,2.9710338905585,7.85277999765239,0.257051052852766,0,0,0,0,96.2208103139757,2.30717761533732,0,0,0,0,0
0,0,0,0,204.634180104127,3.27018914491845,8.49269364788558,0.307199702954219,0,0,0,0,96.2811180707371,2.59179093274798,0,0,0,0,0
0,0,0,0,148.918010169103,56.5455985618012,5.85295924017582,3.60465945900312,0,0,0,0,60.418744886467,38.8855572105444,0,0,0,0,0
0,0,0,0,138.953296513804,64.0224262925074,5.23696274844458,4.86089082910859,0,0,0,0,53.1935432210616,46.5609318113706,0,0,0,0,0
0,0,0,0,136.592723522104,63.9061027435786,5.38486587937847,5.34870174810147,0,0,0,0,52.1172068681729,48.0577255636419,0,0,0,0,0
0,0,0,0,134.589699359989,63.4899004042452,5.5698220435202,5.80600234271337,0,0,0,0,51.2798720904411,49.2512360475602,0,0,0,0,0
0,0,0,0,110.353306198372,85.4025111367566,3.56150276814217,8.47255456454223,0,0,0,0,32.4116806596012,68.388276481987,0,0,0,0,0
0,0,0,0,109.380885551913,84.1744298449004,3.69457371552566,9.02108308369754,0,0,0,0,31.8293950118479,69.135435068235,0,0,0,0,0
0,0,0,0,108.603776749152,82.8940398468686,3.84856692718021,9.57775028676874,0,0,0,0,31.3258582033732,69.6889708976623,0,0,0,0,0
0,0,0,0,107.997810644824,81.5721828568441,4.02199997324675,10.1427956353602,0,0,0,0,30.8784500458849,70.0443052553062,0,0,0,0,0
0,0,0,0,107.541328863823,80.2179559411981,4.2134893088472,10.716557021077,0,0,0,0,30.4695574122014,70.2057202825902,0,0,0,0,0
0,0,0,0,107.143747847709,78.6786130699855,4.39209944783273,11.2280986262128,0,0,0,0,30.1583466155864,70.4043474416035,0,0,0,0,0
0,0,0,0,104.703750472383,79.1104289486784,4.15903514484125,12.0975361798691,0,0,0,0,27.7833756096324,72.7318669624886,0,0,0,0,0
0,0,0,0,103.712542784139,78.068434914417,4.11547746425254,12.7422795592129,0,0,0,0,26.6802677729159,73.8022904550605,0,0,0,0,0
0,0,0,0,73,106.761554421203,0,17.4399273375575,0,0,0,0,0,100.429753021058,0,0,0,0,0
0,0,0,0,73,99.3207122624495,5.46680802719517,16.8367199256153,1.18013861777585,0,0,0,0,94.4440285225529,5.8889751036059,0,0,0,0
0,0,0,0,0,170.364312010479,5.52067693140365,17.346627982345,1.25372116319311,0,0,0,0,94.0840729438833,6.09355101106399,0,0,0,0
0,0,0,0,0,168.480604287097,5.59323621951093,17.8601911259608,1.33943591797782,0,0,0,0,93.628684568711,6.32479858934715,0,0,0,0
0,0,0,0,0,166.686990251351,5.68180874088277,18.3843506254615,1.43738763091077,0,0,0,0,93.0775451956533,6.57683847723883,0,0,0,0
0,0,0,0,0,164.980756327451,5.78237139356807,18.9172259082479,1.54687158727238,0,0,0,0,92.4143962240252,6.84227737882236,0,0,0,0
0,0,0,0,0,130.821235999099,38.4293716680263,12.0337312356967,9.09073677757079,0,0,0,0,56.3217453357073,42.4263440162685,0,0,0,0
0,0,0,0,0,119.182729563873,48.4945561742142,9.10073193561276,12.5944343019566,0,0,0,0,42.4315982572526,55.911420691089,0,0,0,0
0,0,0,0,0,118.907273453314,47.1729124458216,9.33577757009969,12.8635734605682,0,0,0,0,42.248822934632,55.7403563495357,0,0,0,0
0,0,0,0,0,117.912282562774,46.5781305432046,9.21468800877358,13.4424620797565,0,0,0,0,40.8940180738288,56.7552168728878,0,0,0,0
0,0,0,0,0,102.76091429909,60.1729978068982,4.97328876927217,18.1127216880361,0,0,0,0,22.1972766286647,75.1004198552359,0,0,0,0
0,0,0,0,0,102.690584893466,58.740865155015,4.92517261364833,18.575463386383,0,0,0,0,21.5197469797736,75.3973243415229,0,0,0,0
0,0,0,0,0,102.715266089441,57.2844424367448,4.89755646240016,19.0158756560355,0,0,0,0,20.9277974683355,75.5686367479794,0,0,0,0
0,0,0,0,0,102.826137210235,55.8249138306138,4.88947349297108,19.4445524971914,0,0,0,0,20.4077302231892,75.6203341171909,0,0,0,0
0,0,0,0,0,103.015371886953,54.3788874526659,4.89997369684534,19.8697148678475,0,0,0,0,19.9479151773953,75.5591200697051,0,0,0,0
0,0,0,0,0,103.273995747484,52.9508482519145,4.92661215273828,20.2911667010168,0,0,0,0,19.5350554805446,75.3777672771427,0,0,0,0
0,0,0,0,0,101.282580143292,53.8557939929279,3.93604655693286,21.7399550623859,0,0,0,0,15.5778268107132,78.6563036987695,0,0,0,0
0,0,0,0,0,101.633278915239,52.4020523446981,3.91884816142526,22.1222269298374,0,0,0,0,15.152209879652,78.4794890434146,0,0,0,0
0,0,0,0,0,91,61.9388437179911,0,26.3361124896391,0,0,0,0,0,93.0650864753701,0,0,0,0
0,0,0,0,0,91,55.2968495030858,5.57121849752207,23.789279133197,2.79181391922155,0,0,0,0,83.2157868032294,9.28991338862192,0,0,0
0,0,0,0,0,0,145.410439893944,5.42826918695299,23.9802153483928,2.81302328132767,0,0,0,0,82.6650880331441,9.26925819477134,0,0,0
0,0,0,0,0,0,144.554782187137,5.30823887700599,24.1362729676164,2.85069666665095,0,0,0,0,82.0412421542753,9.29681487641445,0,0,0
0,0,0,0,0,0,143.741999963714,5.20856965194481,24.2700596274842,2.90433571849304,0,0,0,0,81.3438150253738,9.36523726732879,0,0,0
0,0,0,0,0,0,142.981360169852,5.12680873640636,24.3916155277488,2.9733181763872,0,0,0,0,80.5746458199919,9.46740732334431,0,0,0
0,0,0,0,0,0,124.38602644025,22.9543611788485,14.7449503293623,12.8207910892025,0,0,0,0,47.9793192021142,41.3546654338306,0,0,0
0,0,0,0,0,0,115.204507897011,31.439319226941,9.0959622777327,18.6789798196705,0,0,0,0,29.6955654118161,58.8730513891594,0,0,0
0,0,0,0,0,0,115.503234193856,30.5118797098591,9.12925507902736,18.861664018026,0,0,0,0,29.253855797967,58.4832732167998,0,0,0
0,0,0,0,0,0,115.836312657613,29.5540820656716,9.15253484397082,18.9684194274053,0,0,0,0,28.8848098497466,58.0766851763664,0,0,0
0,0,0,0,0,0,108.767538771704,36.0163713853476,4.43487577727782,23.7519118521087,0,0,0,0,14.0434311894787,72.1682814915118,0,0,0
0,0,0,0,0,0,109.40419442083,34.8031657212909,4.41028888768854,23.7968767702035,0,0,0,0,13.8012584204743,71.6657742903527,0,0,0
0,0,0,0,0,0,110.059830434843,33.6103917030355,4.38422595696657,23.8139551844713,0,0,0,0,13.5713467672919,71.1426198027211,0,0,0
0,0,0,0,0,0,110.733510438966,32.4462266022471,4.35763811268559,23.8155913885277,0,0,0,0,13.3489999703829,70.5946699333819,0,0,0
0,0,0,0,0,0,111.42447442802,31.3169303388771,4.33143173967905,23.8120501238403,0,0,0,0,13.1309857225708,70.0201889931141,0,0,0
0,0,0,0,0,0,112.132048668389,30.2269471159918,4.30637686893068,23.8112630469662,0,0,0,0,12.9150881881475,69.4182482355054,0,0,0
0,0,0,0,0,0,111.103391722906,30.9314839795904,2.74318390017359,25.3591460522284,0,0,0,0,8.33143715976944,73.1571676360546,0,0,0
0,0,0,0,0,0,111.869876295043,29.8966785814604,2.69070663629603,25.4056059496137,0,0,0,0,8.07297899005077,72.5311631340955,0,0,0
0,0,0,0,0,0,109,32.5515451329259,0,28.098492323947,0,0,0,0,0,79.6729978998763,0,0,0
0,0,0,0,0,0,109,27.8585214381452,4.49051827099473,23.5725625668864,4.456000188572,0,0,0,0,66.5598753769264,12.2287130810422,0,0
0,0,0,0,0,0,0,136.734141747794,4.43354836326984,23.3575464383361,4.54831143375214,0,0,0,0,65.5137945351831,12.4144756428357,0,0
0,0,0,0,0,0,0,136.642920457933,4.37159941438042,23.1148847774928,4.63208629421742,0,0,0,0,64.4829673409989,12.5936064358235,0,0
0,0,0,0,0,0,0,136.589139536147,4.30598232272741,22.8563977739443,4.7096589499303,0,0,0,0,63.4602218045176,12.7633906740557,0,0
0,0,0,0,0,0,0,136.576047107117,4.23779818111722,22.5920839459439,4.78301263409428,0,0,0,0,62.4419804150497,12.9217610353094,0,0
0,0,0,0,0,0,0,131.314839062675,9.45913512737965,17.8071577819254,9.37699799487772,0,0,0,0,48.4907979886451,26.0037082499679,0,0
0,0,0,0,0,0,0,124.31129568701,16.4663984359501,8.84661951103614,18.1545343805552,0,0,0,0,24.2218954154409,49.3929086490661,0,0
0,0,0,0,0,0,0,124.964193623732,15.8620772406011,8.76461662128899,18.0675498796224,0,0,0,0,23.8518360129772,48.8727334100883,0,0
0,0,0,0,0,0,0,125.631105305158,15.286842203047,8.68252629969695,17.994086323292,0,0,0,0,23.465988056252,48.3479429090971,0,0
0,0,0,0,0,0,0,122.297388421111,18.7535183098744,3.71227192598244,22.8216371132382,0,0,0,0,10.0316798455098,60.8458191529765,0,0
0,0,0,0,0,0,0,123.139765270847,18.0835754432013,3.65628351706254,22.7472422094363,0,0,0,0,9.79362733872146,60.1197088896952,0,0
0,0,0,0,0,0,0,123.990148191438,17.4433571243785,3.60171917007195,22.6833191969838,0,0,0,0,9.55436274011832,59.3677803940919,0,0
0,0,0,0,0,0,0,124.848246783177,16.8315111390221,3.54875906046852,22.6294017818599,0,0,0,0,9.31488586087407,58.5917117748645,0,0
0,0,0,0,0,0,0,125.713777597014,16.2468035346582,3.4975836746813,22.5851891043669,0,0,0,0,9.07628670120348,57.7945432044731,0,0
