Time,Patch,WWWW,WWWR,WWWB,WWRR,WWRB,WWBB,WHWW,WHWR,WHWB,WHRR,WHRB,WHBB,HHWW,HHWR,HHWB,HHRR,HHRB,HHBB
24,1,263.467575719535,0,0,0,0,0,0,0,13.9769793609731,0,0,0,216.332734610252,0,0,0,0,0
25,1,260.497478708393,0,0,0,0,0,0,0,17.7645437489189,0,0,0,194.699461149227,0,0,0,0,0
26,1,257.567825792289,0,0,0,0,0,0,0,21.5011039126291,0,0,0,175.229515034304,0,0,0,0,0
27,1,254.770249025586,0,0,0,0,0,0,0,25.0913056068626,0,0,0,157.706563530874,0,0,0,0,0
28,1,252.171708478998,0,0,0,0,0,0,0,28.4636362308678,0,0,0,141.935907177787,0,0,0,0,0
29,1,248.971131151,0,0,0,0,0,0,0,32.416833054689,0,0,0,127.742316460008,0,0,0,0,0
30,1,245.40229593985,0,0,0,0,0,0,0,36.7167987078628,0,0,0,114.968084814007,0,0,0,0,0
31,1,241.65740577485,0,0,0,0,0,0,0,41.1728609576905,0,0,0,303.471276332606,0,0,0,0,0
32,1,237.888156359743,0,0,0,0,0,0,0,45.6289967479972,0,0,0,273.124148699346,0,0,0,0,0
33,1,234.211890297277,0,0,0,0,0,0,0,49.9594875862314,0,0,0,245.811733829411,0,0,0,0,0
34,1,230.716942526147,0,0,0,0,0,0,0,54.065110273491,0,0,0,221.23056044647,0,0,0,0,0
35,1,227.467098780009,0,0,0,0,0,0,0,57.8696640348607,0,0,0,199.107504401823,0,0,0,0,0
36,1,224.505400924057,0,0,0,0,0,0,0,61.3168123395027,0,0,0,179.196753961641,0,0,0,0,0
37,1,221.857433194179,0,0,0,0,0,0,0,64.3672217075157,0,0,0,161.277078565477,0,0,0,0,0
38,1,219.499094047493,0,0.0362082273832461,0,0,0,0,0,67.0194239932898,0,0,0.0829071589023582,145.149370708929,0,0,0,0,0.0411430698116551
39,1,216.666424834538,0,0.111673079175251,0,0,0,0,0,69.9473091120683,0,0,0.338383134716683,130.634433638036,0,0,0,0,0.212180355104753
40,1,213.492359785218,0,0.241789178923786,0,0,0,0,0,72.9753133508534,0,0,0.795745980258486,117.570990274233,0,0,0,0,0.528566233198269
41,1,210.090629328138,0,0.437941951794388,0,0,0,0,0,75.973710079724,0,0,1.46128856216065,305.813891246809,0,0,0,0,0.987841673067243
42,1,206.558558508438,0,0.707810157380979,0,0,0,0,0,78.8486145736113,0,0,2.32527471102405,275.232502122128,0,0,0,0,1.57582258104017
43,1,202.978332664529,0,1.05574660378703,0,0,0,0,0,81.5333501577128,0,0,3.36724224393062,247.709251909916,0,0,0,0,2.27121414983927
44,1,199.419545238462,0,1.48321537066943,0,0,0,0,0,83.9824316239551,0,0,4.56008387854787,222.938326718924,0,0,0,0,3.04906101437437
45,1,195.941150417881,0,1.9892376339259,0,0,0,0,0,86.1667707430587,0,0,5.87313592413773,200.644494047032,0,0,0,0,3.88325974694511
46,1,192.592761538473,0,2.57079633925423,0,0,0,0,0,88.0697061614413,0,0,7.27442989702707,180.580044642328,0,0,0,0,4.74830318306415
47,1,189.356587994692,0,3.2381196547258,0,0,0,0,0,89.6710330646311,0,0,8.7899195396687,162.522040178096,0,0,0,0,5.65258998725796
48,1,186.221125316733,0,3.99658551709587,0,0,0,0,0,90.9671495699392,0,0,10.4275759845335,146.269836160286,0,0,0,0,6.59421799054914
49,1,182.714338775255,0,4.75295400839506,0,0,0,0,0,92.4172654118368,0,0,12.2918642924121,131.642852544257,0,0,0,0,7.76259217570862
50,1,178.958541657569,0,5.52110043890032,0,0,0,0,0,93.9197204611091,0,0,14.3480629623787,118.478567289832,0,0,0,0,9.10977262008368
51,1,175.058752185779,0,6.31139090238741,0,0,0,0,0,95.399656896815,0,0,16.5562643967107,306.630710560849,0,0,0,0,10.5870031283986
52,1,171.104908735605,0,7.13115159635873,0,0,0,0,0,96.8031430759641,0,0,18.8742532317107,275.967639504764,0,0,0,0,12.1470216189818
53,1,167.172731400862,0,7.98498376638684,0,0,0,0,0,98.0916006606466,0,0,21.2593665073089,248.370875554287,0,0,0,0,13.7454885353477
54,1,163.325985974985,0,8.87518984019241,0,0,0,0,0,99.2385045056613,0,0,23.6702276911222,223.533787998859,0,0,0,0,15.3421647220671
55,1,159.618159162229,0,9.8021366805022,0,0,0,0,0,100.226646535212,0,0,26.0679933102563,201.180409198973,0,0,0,0,16.9016379968669
56,1,156.092374233412,0,10.7659932426586,0,0,0,0,0,101.045611209259,0,0,28.4206056544554,181.062368279075,0,0,0,0,18.3947715765899
57,1,152.737603559988,0,11.7716144256731,0,0,0,0,0,101.671456531144,0,0,30.7506135134737,162.956131451168,0,0,0,0,19.8273028079365
58,1,149.542924964848,0,12.821497330753,0,0,0,0,0,102.093417943144,0,0,33.067595784844,146.660518306051,0,0,0,0,21.198552830793
59,1,146.155707069053,0,13.7922090773344,0,0,0,0,0,102.657660019051,0,0,35.4946107813836,131.994466475446,0,0,0,0,22.7358316821814
60,1,142.657913141851,0,14.7085168614502,0,0,0,0,0,103.281456044115,0,0,38.0022340307169,118.795019827901,0,0,0,0,24.3845167685958
61,1,139.117821212112,0,15.5912310426656,0,0,0,0,0,103.903655467009,0,0,40.560730870062,306.915517845111,0,0,0,0,26.0949848494245
62,1,135.592062793855,0,16.4577353629057,0,0,0,0,0,104.48044536185,0,0,43.1415031937993,276.2239660606,0,0,0,0,27.8234343780157
63,1,132.12656023876,0,17.3222453741056,0,0,0,0,0,104.980894145068,0,0,45.7173849246472,248.60156945454,0,0,0,0,29.5318004137164
64,1,128.758707273276,0,18.1963269322618,0,0,0,0,0,105.384620817408,0,0,48.2634116864761,223.741412509086,0,0,0,0,31.1878876381362
65,1,125.516472017156,0,19.0889111321114,0,0,0,0,0,105.677031973485,0,0,50.7570498780602,201.367271258178,0,0,0,0,32.7646520835536
66,1,122.420053050779,0,20.0067644970644,0,0,0,0,0,105.848716825139,0,0,53.1789226828632,181.23054413236,0,0,0,0,34.2404681520176
67,1,119.456843408095,0,20.9521699011454,0,0,0,0,0,105.877349912698,0,0,55.5459061971573,163.107489719124,0,0,0,0,35.6217286734162
68,1,116.615119099771,0,21.9259084955946,0,0,0,0,0,105.752525978182,0,0,57.8672016544361,146.796740747211,0,0,0,0,36.9114810935729
69,1,113.655627812004,0,22.7902589538885,0,0,0,0,0,105.726572877405,0,0,60.2763101668745,132.11706667249,0,0,0,0,38.3368809128318
70,1,110.632575009271,0,23.5746471035952,0,0,0,0,0,105.739030587305,0,0,62.7454280941815,118.905360005241,0,0,0,0,39.8478084278884
71,1,107.591390250039,0,24.3040371225818,0,0,0,0,0,105.746613047083,0,0,65.2483830172192,307.014824004717,0,0,0,0,41.4002867628865
72,1,104.570116561179,0,24.9995475012897,0,0,0,0,0,105.719764575284,0,0,67.7611407073487,276.313341604245,0,0,0,0,42.9564887663631
