Time,Patch,WWWW,WWWR,WWWB,WWRR,WWRB,WWBB,WHWW,WHWR,WHWB,WHRR,WHRB,WHBB,HHWW,HHWR,HHWB,HHRR,HHRB,HHBB
0,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,252.959248858539,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0
3,1,255.622572831225,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0
4,1,258.019564406642,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0
5,1,260.176856824517,0,0,0,0,0,0,0,0,0,0,0,145.8,0,0,0,0,0
6,1,262.118420000604,0,0,0,0,0,0,0,0,0,0,0,131.22,0,0,0,0,0
7,1,263.865826859083,0,0,0,0,0,0,0,0,0,0,0,118.098,0,0,0,0,0
8,1,265.438493031714,0,0,0,0,0,0,0,0,0,0,0,106.2882,0,0,0,0,0
9,1,266.853892587082,0,0,0,0,0,0,0,0,0,0,0,95.65938,0,0,0,0,0
10,1,268.127752186913,0,0,0,0,0,0,0,0,0,0,0,86.093442,0,0,0,0,0
11,1,269.274225826761,0,0,0,0,0,0,0,0,0,0,0,277.4840978,0,0,0,0,0
12,1,270.306052102624,0,0,0,0,0,0,0,0,0,0,0,249.73568802,0,0,0,0,0
13,1,271.234695750901,0,0,0,0,0,0,0,0,0,0,0,224.762119218,0,0,0,0,0
