"Time","WWWWWWWW","WWWWWWWR","WWWWWWWB","WWWWWWRR","WWWWWWRB","WWWWWWBB","WWWWWHWW","WWWWWHWR","WWWWWHWB","WWWWWHRR","WWWWWHRB","WWWWWHBB","WWWWHHWW","WWWWHHWR","WWWWHHWB","WWWWHHRR","WWWWHHRB","WWWWHHBB","WWWRWWWW","WWWRWWWR","WWWRWWWB","WWWRWWRR","WWWRWWRB","WWWRWWBB","WWWRWHWW","WWWRWHWR","WWWRWHWB","WWWRWHRR","WWWRWHRB","WWWRWHBB","WWWRHHWW","WWWRHHWR","WWWRHHWB","WWWRHHRR","WWWRHHRB","WWWRHHBB","WWWBWWWW","WWWBWWWR","WWWBWWWB","WWWBWWRR","WWWBWWRB","WWWBWWBB","WWWBWHWW","WWWBWHWR","WWWBWHWB","WWWBWHRR","WWWBWHRB","WWWBWHBB","WWWBHHWW","WWWBHHWR","WWWBHHWB","WWWBHHRR","WWWBHHRB","WWWBHHBB","WWRRWWWW","WWRRWWWR","WWRRWWWB","WWRRWWRR","WWRRWWRB","WWRRWWBB","WWRRWHWW","WWRRWHWR","WWRRWHWB","WWRRWHRR","WWRRWHRB","WWRRWHBB","WWRRHHWW","WWRRHHWR","WWRRHHWB","WWRRHHRR","WWRRHHRB","WWRRHHBB","WWRBWWWW","WWRBWWWR","WWRBWWWB","WWRBWWRR","WWRBWWRB","WWRBWWBB","WWRBWHWW","WWRBWHWR","WWRBWHWB","WWRBWHRR","WWRBWHRB","WWRBWHBB","WWRBHHWW","WWRBHHWR","WWRBHHWB","WWRBHHRR","WWRBHHRB","WWRBHHBB","WWBBWWWW","WWBBWWWR","WWBBWWWB","WWBBWWRR","WWBBWWRB","WWBBWWBB","WWBBWHWW","WWBBWHWR","WWBBWHWB","WWBBWHRR","WWBBWHRB","WWBBWHBB","WWBBHHWW","WWBBHHWR","WWBBHHWB","WWBBHHRR","WWBBHHRB","WWBBHHBB","WHWWWWWW","WHWWWWWR","WHWWWWWB","WHWWWWRR","WHWWWWRB","WHWWWWBB","WHWWWHWW","WHWWWHWR","WHWWWHWB","WHWWWHRR","WHWWWHRB","WHWWWHBB","WHWWHHWW","WHWWHHWR","WHWWHHWB","WHWWHHRR","WHWWHHRB","WHWWHHBB","WHWRWWWW","WHWRWWWR","WHWRWWWB","WHWRWWRR","WHWRWWRB","WHWRWWBB","WHWRWHWW","WHWRWHWR","WHWRWHWB","WHWRWHRR","WHWRWHRB","WHWRWHBB","WHWRHHWW","WHWRHHWR","WHWRHHWB","WHWRHHRR","WHWRHHRB","WHWRHHBB","WHWBWWWW","WHWBWWWR","WHWBWWWB","WHWBWWRR","WHWBWWRB","WHWBWWBB","WHWBWHWW","WHWBWHWR","WHWBWHWB","WHWBWHRR","WHWBWHRB","WHWBWHBB","WHWBHHWW","WHWBHHWR","WHWBHHWB","WHWBHHRR","WHWBHHRB","WHWBHHBB","WHRRWWWW","WHRRWWWR","WHRRWWWB","WHRRWWRR","WHRRWWRB","WHRRWWBB","WHRRWHWW","WHRRWHWR","WHRRWHWB","WHRRWHRR","WHRRWHRB","WHRRWHBB","WHRRHHWW","WHRRHHWR","WHRRHHWB","WHRRHHRR","WHRRHHRB","WHRRHHBB","WHRBWWWW","WHRBWWWR","WHRBWWWB","WHRBWWRR","WHRBWWRB","WHRBWWBB","WHRBWHWW","WHRBWHWR","WHRBWHWB","WHRBWHRR","WHRBWHRB","WHRBWHBB","WHRBHHWW","WHRBHHWR","WHRBHHWB","WHRBHHRR","WHRBHHRB","WHRBHHBB","WHBBWWWW","WHBBWWWR","WHBBWWWB","WHBBWWRR","WHBBWWRB","WHBBWWBB","WHBBWHWW","WHBBWHWR","WHBBWHWB","WHBBWHRR","WHBBWHRB","WHBBWHBB","WHBBHHWW","WHBBHHWR","WHBBHHWB","WHBBHHRR","WHBBHHRB","WHBBHHBB","HHWWWWWW","HHWWWWWR","HHWWWWWB","HHWWWWRR","HHWWWWRB","HHWWWWBB","HHWWWHWW","HHWWWHWR","HHWWWHWB","HHWWWHRR","HHWWWHRB","HHWWWHBB","HHWWHHWW","HHWWHHWR","HHWWHHWB","HHWWHHRR","HHWWHHRB","HHWWHHBB","HHWRWWWW","HHWRWWWR","HHWRWWWB","HHWRWWRR","HHWRWWRB","HHWRWWBB","HHWRWHWW","HHWRWHWR","HHWRWHWB","HHWRWHRR","HHWRWHRB","HHWRWHBB","HHWRHHWW","HHWRHHWR","HHWRHHWB","HHWRHHRR","HHWRHHRB","HHWRHHBB","HHWBWWWW","HHWBWWWR","HHWBWWWB","HHWBWWRR","HHWBWWRB","HHWBWWBB","HHWBWHWW","HHWBWHWR","HHWBWHWB","HHWBWHRR","HHWBWHRB","HHWBWHBB","HHWBHHWW","HHWBHHWR","HHWBHHWB","HHWBHHRR","HHWBHHRB","HHWBHHBB","HHRRWWWW","HHRRWWWR","HHRRWWWB","HHRRWWRR","HHRRWWRB","HHRRWWBB","HHRRWHWW","HHRRWHWR","HHRRWHWB","HHRRWHRR","HHRRWHRB","HHRRWHBB","HHRRHHWW","HHRRHHWR","HHRRHHWB","HHRRHHRR","HHRRHHRB","HHRRHHBB","HHRBWWWW","HHRBWWWR","HHRBWWWB","HHRBWWRR","HHRBWWRB","HHRBWWBB","HHRBWHWW","HHRBWHWR","HHRBWHWB","HHRBWHRR","HHRBWHRB","HHRBWHBB","HHRBHHWW","HHRBHHWR","HHRBHHWB","HHRBHHRR","HHRBHHRB","HHRBHHBB","HHBBWWWW","HHBBWWWR","HHBBWWWB","HHBBWWRR","HHBBWWRB","HHBBWWBB","HHBBWHWW","HHBBWHWR","HHBBWHWB","HHBBWHRR","HHBBWHRB","HHBBWHBB","HHBBHHWW","HHBBHHWR","HHBBHHWB","HHBBHHRR","HHBBHHRB","HHBBHHBB"
126,27.7401126421618,0,1.02964852469827,0,0,0,0,0,17.6947359569383,0,0,9.23153503497687,47.3847653954888,0,0,0,0,4.55011657459255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24265337742439,0,0.145713986982702,0,0,0,0,0,1.8750462115757,0,0,1.25740704174434,5.04605144884655,0,0,0,0,0.625550470933148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4796683971134,0,1.16276225490916,0,0,0,0,0,17.9435799763752,0,0,10.2869168756414,46.2486572133285,0,0,0,0,5.0885296775584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,26.2581125972249,0,1.07081629763529,0,0,0,0,0,17.2285426634137,0,0,9.45406107130476,45.6289454265961,0,0,0,0,4.68246539457661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28956779132022,0,0.161394531129482,0,0,0,0,0,1.96108660564984,0,0,1.3721325877316,5.1674749761463,0,0,0,0,0.686276294793925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8589897243404,0,1.25033243333926,0,0,0,0,0,17.9924479808199,0,0,10.8785568345736,45.842155060573,0,0,0,0,5.41037913261754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,24.882328823777,0,1.11307523023308,0,0,0,0,0,16.806905030848,0,0,9.6867283455216,43.747059417523,0,0,0,0,4.82422419943076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33948610071412,0,0.178572235444122,0,0,0,0,0,2.05527308492779,0,0,1.49774180456046,5.24884752017243,0,0,0,0,0.753737908362479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3018771793422,0,1.34378398054859,0,0,0,0,0,18.0968791779713,0,0,11.5142189409148,45.1802469212719,0,0,0,0,5.76177719103624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,23.6022904695112,0,1.15618156472771,0,0,0,0,0,16.4234184661497,0,0,9.92750940423762,41.7806828599975,0,0,0,0,4.97387981123751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39252014573354,0,0.197392962165357,0,0,0,0,0,2.15787085213305,0,0,1.63524941641849,5.29601366305434,0,0,0,0,0.828501721658261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7892836539375,0,1.44170404448832,0,0,0,0,0,18.238690203496,0,0,12.1822858140599,44.2852857347454,0,0,0,0,6.13649051886468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,22.4088490426434,0,1.19999227312806,0,0,0,0,0,16.0720781964522,0,0,10.1745595276897,39.7646234852746,0,0,0,0,5.12977537531369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44875459178862,0,0.218028683811974,0,0,0,0,0,2.26902714552864,0,0,1.78570143334421,5.31393641342983,0,0,0,0,0.911094205238262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3063410637089,0,1.54293560397396,0,0,0,0,0,18.4020041356824,0,0,12.8724294474678,43.1846440736778,0,0,0,0,6.52841260446153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,21.2940194202935,0,1.2444474343271,0,0,0,0,0,15.7474063069084,0,0,10.4261251672698,37.727863651365,0,0,0,0,5.29014336956847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50824730950204,0,0.240677169833368,0,0,0,0,0,2.38878869259193,0,0,1.95014268092799,5.30683649688864,0,0,0,0,1.00198735174639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8417841971024,0,1.64656823707247,0,0,0,0,0,18.5733013383603,0,0,13.5754885660505,41.9083610920359,0,0,0,0,6.93162981404258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,20.2506187338894,0,1.28951880768218,0,0,0,0,0,15.444267478864,0,0,10.6802277064058,35.6940373030013,0,0,0,0,5.45300801324185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57096108589756,0,0.265550308077754,0,0,0,0,0,2.51703290820461,0,0,2.12950192388043,5.27820652823248,0,0,0,0,1.1015404140278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3870361411717,0,1.75186167171366,0,0,0,0,0,18.7409658873041,0,0,14.2829266320325,40.4867761589496,0,0,0,0,7.34026713992592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,19.2723058563018,0,1.33521430887384,0,0,0,0,0,15.1580811413915,0,0,10.9348027165483,33.6824635895503,0,0,0,0,5.61631820888653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6367944670355,0,0.292875233367197,0,0,0,0,0,2.65350570861476,0,0,2.32458252796457,5.23098748519484,0,0,0,0,1.20999789132193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9359367150642,0,1.85824792964388,0,0,0,0,0,18.8954471091614,0,0,14.9869709119311,38.9496848652649,0,0,0,0,7.74868707833152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,18.3535481154323,0,1.38157760389812,0,0,0,0,0,14.8849265174847,0,0,11.187806950752,31.7088531761114,0,0,0,0,5.778054653733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70560085178237,0,0.322894336848144,0,0,0,0,0,2.79784854799352,0,0,2.53604998203404,5.16768960719422,0,0,0,0,1.32748712103374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4844029311891,0,1.9653229349752,0,0,0,0,0,19.0292701677759,0,0,15.6807058806335,37.3255516876696,0,0,0,0,8.15165277557943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,17.046194064234,0,1.3441241057117,0,0,0,0,0,14.0623835675894,0,0,10.8127783100314,31.8333973651139,0,0,0,0,5.60035108089434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.621026138122,0,0.326077427117833,0,0,0,0,0,2.75264082264842,0,0,2.54442756517381,5.81171761331647,0,0,0,0,1.33567210584293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3024698892253,0,1.93405739860218,0,0,0,0,0,18.2192397695248,0,0,15.3332141185151,39.0011583580752,0,0,0,0,7.99309865679274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,15.8697484991683,0,1.31743882836934,0,0,0,0,0,13.3370166673475,0,0,10.5150496856039,31.7112518815042,0,0,0,0,5.46185058645192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55758099346269,0,0.333988161412256,0,0,0,0,0,2.73346704584519,0,0,2.58469441020531,6.38192643021186,0,0,0,0,1.36065307191994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2443700058706,0,1.91853609768939,0,0,0,0,0,17.5216048496348,0,0,15.0937284082353,40.1558398223121,0,0,0,0,7.88984786182368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,14.8105617970599,0,1.30081635166741,0,0,0,0,0,12.6977031597945,0,0,10.2866030043093,31.3795630702047,0,0,0,0,5.35795059529049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5136038192562,0,0.346783103118568,0,0,0,0,0,2.73875139307237,0,0,2.65648635577503,6.88308954055876,0,0,0,0,1.40205961807699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2955854483619,0,1.91768022243062,0,0,0,0,0,16.9215026110661,0,0,14.9498902104932,40.8511600365454,0,0,0,0,7.8346574995733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,13.8374477030215,0,1.28854817952147,0,0,0,0,0,12.1127465762881,0,0,10.0912232324633,30.7830922734313,0,0,0,0,5.2708691252541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47338964137402,0,0.361078615224592,0,0,0,0,0,2.74954614855925,0,0,2.73722370686524,7.25124948967471,0,0,0,0,1.44837919490339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4706656754082,0,1.93573656699164,0,0,0,0,0,16.4489974067348,0,0,14.9389638321798,41.2923992919261,0,0,0,0,7.850345279082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,12.942230356177,0,1.27971571733535,0,0,0,0,0,11.5785196457613,0,0,9.92540201180238,29.9815346042185,0,0,0,0,5.19977607005821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43725544803898,0,0.37685994747822,0,0,0,0,0,2.76729917540084,0,0,2.82808520094588,7.51043118946299,0,0,0,0,1.50068082889592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7507345622388,0,1.96994332957846,0,0,0,0,0,16.0890100823494,0,0,15.0454982812451,41.4840162665248,0,0,0,0,7.93070346365168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
