"Time","WWWW","WWWR","WWWB","WWRR","WWRB","WWBB","WHWW","WHWR","WHWB","WHRR","WHRB","WHBB","HHWW","HHWR","HHWB","HHRR","HHRB","HHBB"
156,33.1507219843824,0,16.1126439436372,0,0,0,0,0,70.118969148917,0,0,75.835544285789,0,0,0,0,0,54.0053956697163
157,31.6051444958478,0,15.9409081744964,0,0,0,0,0,68.8583209296717,0,0,76.6361121706003,0,0,0,0,0,55.3611041732055
158,30.1120322616684,0,15.7515491771371,0,0,0,0,0,67.5879055799765,0,0,77.4133257384763,0,0,0,0,0,56.7304952074591
159,28.674365883426,0,15.550936926593,0,0,0,0,0,66.2979296450313,0,0,78.1760442488828,0,0,0,0,0,58.1001917883505
160,27.2939776432426,0,15.344286142219,0,0,0,0,0,64.9832328172214,0,0,78.9306861622962,0,0,0,0,0,59.4583632576215
161,25.9717504721391,0,15.13580979326,0,0,0,0,0,63.6421195614021,0,0,79.6816419389191,0,0,0,0,0,60.7945666923906
162,24.707521815105,0,14.9285826550003,0,0,0,0,0,62.2743853312187,0,0,80.4298144520431,0,0,0,0,0,62.098171222461
163,23.5004809561657,0,14.7248645441213,0,0,0,0,0,60.8814182233116,0,0,81.1741358449526,0,0,0,0,0,63.3593137279296
164,22.3494080401474,0,14.5263114032706,0,0,0,0,0,59.4660357729187,0,0,81.9125045965866,0,0,0,0,0,64.5694187028083
165,21.2527813844681,0,14.3340615390414,0,0,0,0,0,58.0320291642429,0,0,82.6419214786828,0,0,0,0,0,65.7210654693645
166,20.2088676903938,0,14.1488230055317,0,0,0,0,0,56.5838301357565,0,0,83.3587114474165,0,0,0,0,0,66.8079513788439
167,19.2157949825962,0,13.9709558828027,0,0,0,0,0,55.1262549239774,0,0,84.0587645057385,0,0,0,0,0,67.8248821244999
168,18.2464913688702,0,13.7456637192712,0,0,0,0,0,53.7382171729751,0,0,84.6555656058268,0,0,0,0,0,68.9874445576425
169,17.3060723564064,0,13.4863037800166,0,0,0,0,0,52.4069781688284,0,0,85.1645673858084,0,0,0,0,0,70.244821261549
170,16.3984770343835,0,13.204149332657,0,0,0,0,0,51.1229059170978,0,0,85.5998383019802,0,0,0,0,0,71.5545591481769
171,15.5255349054093,0,12.9060674617348,0,0,0,0,0,49.8675943037729,0,0,85.9792183171973,0,0,0,0,0,72.9018428447338
172,14.6884222550843,0,12.597848035138,0,0,0,0,0,48.6286769769815,0,0,86.3173911733252,0,0,0,0,0,74.2712856291348
173,13.8877800571723,0,12.2843607892841,0,0,0,0,0,47.3984906327009,0,0,86.6263216277533,0,0,0,0,0,75.6476575805543
174,13.1237595654786,0,11.9695424071431,0,0,0,0,0,46.1724341370991,0,0,86.9155851989997,0,0,0,0,0,77.0178515313014
175,12.3961205903816,0,11.6565395103719,0,0,0,0,0,44.9482597432582,0,0,87.19279948857,0,0,0,0,0,78.3706629525454
176,11.7043073046546,0,11.3478232298249,0,0,0,0,0,43.7254503628672,0,0,87.4638360866612,0,0,0,0,0,79.6964696466687
177,11.0474349683535,0,11.0451581360515,0,0,0,0,0,42.5042232168297,0,0,87.7316080290551,0,0,0,0,0,80.9856298530155
178,10.4244246242395,0,10.7498001924392,0,0,0,0,0,41.28557002943,0,0,87.9972970340785,0,0,0,0,0,82.2293774986899
179,9.8340843578439,0,10.4626273111486,0,0,0,0,0,40.0711596056163,0,0,88.2610898437201,0,0,0,0,0,83.4202740491407
180,9.27514741384753,0,10.1842009580422,0,0,0,0,0,38.8630901532228,0,0,88.5222392823282,0,0,0,0,0,84.5519911316297
181,8.74630419907601,0,9.91482552929133,0,0,0,0,0,37.663714404317,0,0,88.7792290240812,0,0,0,0,0,85.6192297008576
182,8.24622783201377,0,9.65460193541709,0,0,0,0,0,36.475509237505,0,0,89.0299708840245,0,0,0,0,0,86.6176900998228
183,7.76646977779022,0,9.37632931019916,0,0,0,0,0,35.3326911517427,0,0,89.171787844622,0,0,0,0,0,87.749576613471
