"Time","WWWW","WWWR","WWWB","WWRR","WWRB","WWBB","WHWW","WHWR","WHWB","WHRR","WHRB","WHBB","HHWW","HHWR","HHWB","HHRR","HHRB","HHBB"
138,70.0898578319246,0,32.9739673368382,0,0,0,0,0,109.148619868524,0,0,0,0,0,0,0,0,0
139,67.7131597751416,0,33.3579145685018,0,0,0,0,0,108.393957662397,0,0,0,0,0,0,0,0,0
140,65.3512030645311,0,33.6345349234125,0,0,0,0,0,107.723891759392,0,0,0,0,0,0,0,0,0
141,63.02241155285,0,33.8320818511778,0,0,0,0,0,107.082151745169,0,0,0,0,0,0,0,0,0
142,60.7416065398983,0,33.9744780008265,0,0,0,0,0,106.430381601133,0,0,0,0,0,0,0,0,0
143,58.5206220788993,0,34.0819179728316,0,0,0,0,0,105.744122076835,0,0,0,0,0,0,0,0,0
144,56.3682892151076,0,34.1705239730682,0,0,0,0,0,105.00742379979,0,0,0,0,0,0,0,0,0
145,54.2909654874948,0,34.2530276332078,0,0,0,0,0,104.210975045668,0,0,0,0,0,0,0,0,0
146,52.2929620453634,0,34.3393377036349,0,0,0,0,0,103.350516200275,0,0,0,0,0,0,0,0,0
147,50.3764244557744,0,34.4364682562987,0,0,0,0,0,102.424133307466,0,0,0,0,0,0,0,0,0
148,48.542007133138,0,34.5492405697186,0,0,0,0,0,101.432165645921,0,0,0,0,0,0,0,0,0
149,46.7893326192629,0,34.6808125542151,0,0,0,0,0,100.376951159191,0,0,0,0,0,0,0,0,0
150,45.1173720736967,0,34.8331397463069,0,0,0,0,0,99.2626676080524,0,0,0,0,0,0,0,0,0
151,43.5246701897227,0,35.0072974405951,0,0,0,0,0,98.0949957114707,0,0,0,0,0,0,0,0,0
152,42.0094835085899,0,35.203714189743,0,0,0,0,0,96.8807263870782,0,0,0,0,0,0,0,0,0
153,40.4836339064876,0,35.2451150507836,0,0,0,0,0,95.7702053609837,0,0,0,0,0,0,0,0,0
154,38.9667074502312,0,35.1714561068617,0,0,0,0,0,94.7415509783387,0,0,0,0,0,0,0,0,0
155,37.4749966424089,0,35.0171442431176,0,0,0,0,0,93.7783445794926,0,0,0,0,0,0,0,0,0
156,36.0168683906563,0,34.8048303437735,0,0,0,0,0,92.8420877359206,0,0,0,0,0,0,0,0,0
157,34.5989038546658,0,34.5537156006929,0,0,0,0,0,91.9066829786583,0,0,0,0,0,0,0,0,0
158,33.2262003123117,0,34.2800372333443,0,0,0,0,0,90.9557014098933,0,0,0,0,0,0,0,0,0
159,31.9023904012639,0,33.996833963785,0,0,0,0,0,89.9786411418176,0,0,0,0,0,0,0,0,0
160,30.6299075062307,0,33.7144672519886,0,0,0,0,0,88.9696235611882,0,0,0,0,0,0,0,0,0
161,29.4101909877633,0,33.4410419845537,0,0,0,0,0,87.9262445228013,0,0,0,0,0,0,0,0,0
162,28.243603135821,0,33.1822938641837,0,0,0,0,0,86.8474845367791,0,0,0,0,0,0,0,0,0
163,27.129785987867,0,32.9421889213238,0,0,0,0,0,85.7337781183465,0,0,0,0,0,0,0,0,0
164,26.0678998457361,0,32.7233616489467,0,0,0,0,0,84.5869088884186,0,0,0,0,0,0,0,0,0
165,25.0568052431969,0,32.5274650605944,0,0,0,0,0,83.4098938581424,0,0,0,0,0,0,0,0,0
166,24.0951720593168,0,32.3554156341556,0,0,0,0,0,82.206751285682,0,0,0,0,0,0,0,0,0
167,23.1815474571741,0,32.2075723667126,0,0,0,0,0,80.9822324992566,0,0,0,0,0,0,0,0,0
168,22.2725375501626,0,31.951354788152,0,0,0,0,0,79.8382429209492,0,0,0,0,0,0,0,0,0
169,21.3771616025615,0,31.6170689116843,0,0,0,0,0,78.7602314952453,0,0,0,0,0,0,0,0,0
170,20.5028523415089,0,31.2306981952149,0,0,0,0,0,77.7373845007877,0,0,0,0,0,0,0,0,0
171,19.6533347121203,0,30.8091045753174,0,0,0,0,0,76.7423587415586,0,0,0,0,0,0,0,0,0
172,18.8314574277367,0,30.3665312071725,0,0,0,0,0,75.7565480310572,0,0,0,0,0,0,0,0,0
173,18.0393377000252,0,29.9149645734023,0,0,0,0,0,74.7681793898426,0,0,0,0,0,0,0,0,0
174,17.2783843481922,0,29.4640246315752,0,0,0,0,0,73.7697414257115,0,0,0,0,0,0,0,0,0
175,16.5494274638985,0,29.0213408515816,0,0,0,0,0,72.7570458197392,0,0,0,0,0,0,0,0,0
176,15.8528159641018,0,28.5928483686622,0,0,0,0,0,71.7283757559558,0,0,0,0,0,0,0,0,0
177,15.1883771022229,0,28.1826983713556,0,0,0,0,0,70.6829409831209,0,0,0,0,0,0,0,0,0
178,14.5555941733434,0,27.7937146391689,0,0,0,0,0,69.6209611373078,0,0,0,0,0,0,0,0,0
179,13.9537257920072,0,27.4277251738747,0,0,0,0,0,68.5436123016665,0,0,0,0,0,0,0,0,0
180,13.381892485551,0,27.0858131411327,0,0,0,0,0,67.4529284248564,0,0,0,0,0,0,0,0,0
181,12.839130723398,0,26.7684964728664,0,0,0,0,0,66.3516365688846,0,0,0,0,0,0,0,0,0
182,12.3244278113824,0,26.4758618002046,0,0,0,0,0,65.2429729077974,0,0,0,0,0,0,0,0,0
183,11.8160579391362,0,26.1115781919921,0,0,0,0,0,64.1987158432269,0,0,0,0,0,0,0,0,0
184,11.3181958350506,0,25.6975011919706,0,0,0,0,0,63.2085526215129,0,0,0,0,0,0,0,0,0
185,10.8342513805475,0,25.2523042582714,0,0,0,0,0,62.2648221244152,0,0,0,0,0,0,0,0,0
186,10.3658700060166,0,24.7879842000224,0,0,0,0,0,61.3473648973885,0,0,0,0,0,0,0,0,0
187,9.91427431114145,0,24.3146485723385,0,0,0,0,0,60.4423862315547,0,0,0,0,0,0,0,0,0
188,9.48033415768332,0,23.8407741434572,0,0,0,0,0,59.5410914209196,0,0,0,0,0,0,0,0,0
189,9.06458139112581,0,23.3731588006529,0,0,0,0,0,58.6378614201843,0,0,0,0,0,0,0,0,0
190,8.66727224957812,0,22.9171825979182,0,0,0,0,0,57.7295555787936,0,0,0,0,0,0,0,0,0
191,8.28843298324598,0,22.4770081163767,0,0,0,0,0,56.8148627759023,0,0,0,0,0,0,0,0,0
192,7.92784352317653,0,22.0555285838032,0,0,0,0,0,55.8931880339637,0,0,0,0,0,0,0,0,0
193,7.58512147211073,0,21.6546865441019,0,0,0,0,0,54.9646899285162,0,0,0,0,0,0,0,0,0
