"Time","WWWWWW","WWWWRW","WWWWBW","WWWWRR","WWWWBR","WWWWBB","CWWWWW","CWWWRW","CWWWBW","CWWWRR","CWWWBR","CWWWBB","WGWWWW","WGWWRW","WGWWBW","WGWWRR","WGWWBR","WGWWBB","CGWWWW","CGWWRW","CGWWBW","CGWWRR","CGWWBR","CGWWBB","CWCWWW","CWCWRW","CWCWBW","CWCWRR","CWCWBR","CWCWBB","CWWGWW","CWWGRW","CWWGBW","CWWGRR","CWWGBR","CWWGBB","CGCWWW","CGCWRW","CGCWBW","CGCWRR","CGCWBR","CGCWBB","WGWGWW","WGWGRW","WGWGBW","WGWGRR","WGWGBR","WGWGBB","CGWGWW","CGWGRW","CGWGBW","CGWGRR","CGWGBR","CGWGBB","CGCGWW","CGCGRW","CGCGBW","CGCGRR","CGCGBR","CGCGBB"
66,64.7429789177327,0,4.89411677378077,0,0,0,0.0191887107320888,0,4.82568397237122,0,0,0,0.0191887107320888,0,4.90420122297622,0,0,7.597818775208,0,0,112.764234076337,0,0,26.1273347614599,1.33642023744775e-05,0,0.00390721783906118,0,0,0,2.67284047489549e-05,0,0.00792003537945656,0,0,1.89346593244254,0,0,0.0566482158797702,0,0,20.1991815103812,1.33642023744775e-05,0,0.00401281754039538,0,0,0.956908717272116,0,0,0.0566482158797702,0,0,20.4340438780765,0,0,0,0,0,20.6304204976587
67,61.8747461722309,0,5.08953890065326,0,0,0,0.0253644005185873,0,5.00007597869628,0,0,0,0.0253644005185873,0,5.10207738660195,0,0,7.88124405805919,0,0,110.623886173026,0,0,27.1426757581722,2.19862686591131e-05,0,0.00534717929818978,0,0,0,4.39725373182261e-05,0,0.010865898717609,0,0,2.05781249022834,0,0,0.0722829441303366,0,0,21.0237241254356,2.19862686591131e-05,0,0.00551871941941921,0,0,1.04278785766554,0,0,0.0722829441303366,0,0,21.3200312809706,0,0,0,0,0,21.6737712436994
68,59.1351181306813,0,5.28900693850809,0,0,0,0.0325391154005812,0,5.17597027980434,0,0,0,0.0325391154005812,0,5.30510885206619,0,0,8.17973411623318,0,0,108.361689267945,0,0,28.1294404334657,3.39769061182238e-05,0,0.00708711991104036,0,0,0,6.79538122364476e-05,0,0.0144370505298852,0,0,2.23760508889408,0,0,0.0893317732633625,0,0,21.8091433962641,3.39769061182238e-05,0,0.00734993061884478,0,0,1.13724185890746,0,0,0.0893317732633625,0,0,22.1726629143776,0,0,0,0,0,22.697889693563
69,56.4267178801208,0,5.44720819643204,0,0,0,0.0394214931348789,0,5.31217514392316,0,0,0,0.0394214931348789,0,5.46726926981562,0,0,8.42174701240685,0,0,106.146913434694,0,0,29.1033883561583,4.68587741336843e-05,0,0.00880474902147027,0,0,0,9.37175482673688e-05,0,0.0179701726297288,0,0,2.39957620784271,0,0,0.109345802678343,0,0,22.6325884168848,4.68587741336843e-05,0,0.00916542360825852,0,0,1.22278130485564,0,0,0.109345802678343,0,0,23.0744239880391,0,0,0,0,0,23.8447422334129
70,53.7699587128972,0,5.57301452376821,0,0,0,0.0461721154509395,0,5.41719493469275,0,0,0,0.0461721154509395,0,5.5976909424682,0,0,8.62214853691124,0,0,103.948023829601,0,0,30.0604633226566,6.1384789736414e-05,0,0.0105563858269151,0,0,0,0.000122769579472828,0,0.0215836277995631,0,0,2.55004573707026,0,0,0.131917572416469,0,0,23.4789764358564,6.1384789736414e-05,0,0.011027241972648,0,0,1.30273165483105,0,0,0.131917572416469,0,0,24.0089511713736,0,0,0,0,0,25.0874260970498
71,51.1813468322088,0,5.67417987698169,0,0,0,0.0529458897359307,0,5.49839580991566,0,0,0,0.0529458897359307,0,5.70433693975204,0,0,8.79353654812354,0,0,101.745525933708,0,0,30.9972574953577,7.84308651048466e-05,0,0.0124003583735792,0,0,0,0.000156861730209693,0,0.0254007001586502,0,0,2.69451171092822,0,0,0.156747304822745,0,0,24.3347879043971,7.84308651048466e-05,0,0.0130003417850709,0,0,1.38001046910735,0,0,0.156747304822745,0,0,24.961788167085,0,0,0,0,0,26.3994318185716
72,48.6739062886997,0,5.75745886996546,0,0,0,0.0598933553098744,0,5.5621238132687,0,0,0,0.0598933553098744,0,5.79411859357357,0,0,8.94646914760495,0,0,99.5288481022562,0,0,31.9107497211833,9.90345965649554e-05,0,0.0143973825867206,0,0,0,0.000198069193129911,0,0.0295505936033457,0,0,2.83769630575058,0,0,0.183617019382205,0,0,25.1878835168787,9.90345965649554e-05,0,0.0151532110166251,0,0,1.45715067715341,0,0,0.183617019382205,0,0,25.9200883790162,0,0,0,0,0,27.7548731604213
73,46.2572489609103,0,5.82862382095658,0,0,0,0.067159820866327,0,5.61372941137232,0,0,0,0.067159820866327,0,5.87291088427555,0,0,9.08951904216682,0,0,97.2926908927952,0,0,32.7974422644484,0.00012443193634678,0,0.0166102151254308,0,0,0,0.00024886387269356,0,0.0341679323699319,0,0,2.98351875124982,0,0,0.212360915733686,0,0,26.0267968674925,0.00012443193634678,0,0.017557717244501,0,0,1.53628482996476,0,0,0.212360915733686,0,0,26.8717816631224,0,0,0,0,0,29.1280527828961
74,43.9383592493782,0,5.89264974953026,0,0,0,0.0748874558090009,0,5.65774686429719,0,0,0,0.074888838011609,0,5.94574223599404,0,0,9.2296088711483,0,0,95.0360576268362,0,0,33.6537378104242,0.000156103717449661,0,0.0191039420818089,0,0,0,0.000312217738621958,0,0.0393941828961881,0,0,3.13518109429218,0,0,0.242850707865824,0,0,26.8410004157579,0.000156114022292734,0,0.0202902795846225,0,0,1.61919003027244,0,0,0.242857210621147,0,0,27.8058356095908,0,0,0,0,0,30.4944558442645
75,41.7217441048698,0,5.95366452938398,0,0,0,0.0832044461157169,0,5.69784534136341,0,0,0,0.0832111636014609,0,6.01679680958047,0,0,9.37222471371992,0,0,92.7595176818312,0,0,34.4760745981565,0.00019574934371352,0,0.0219421528425708,0,0,0,0.000391553883475766,0,0.0453704744488744,0,0,3.29524565059585,0,0,0.27494425488501,0,0,27.6211363999922,0.000195804555064254,0,0.0234285291160652,0,0,1.70734119148457,0,0,0.27497446148728,0,0,28.7127169644955,0,0,0,0,0,31.8327319361256
76,39.6099071285922,0,6.01505596311717,0,0,0,0.0922256488495638,0,5.73694543043868,0,0,0,0.0922459838069011,0,6.08951958869215,0,0,9.52163204362622,0,0,90.4649393846604,0,0,35.2611556930605,0.000245306136866659,0,0.0251865545490579,0,0,0,0.000490796467147284,0,0.0522374243344984,0,0,3.46569370643193,0,0,0.308487176534478,0,0,28.3591228547683,0.000245490432473236,0,0.0270515628334464,0,0,1.80193993054369,0,0,0.308574549433339,0,0,29.5843703991344,0,0,0,0,0,33.1244348309189
77,37.5997059594707,0,6.07662729512274,0,0,0,0.101809902208727,0,5.77565683766173,0,0,0,0.101854579676547,0,6.16406767919558,0,0,9.68261134234643,0,0,88.1401660656195,0,0,36.0101733172992,0.000304840369853946,0,0.028808911495946,0,0,0,0.000610119863706291,0,0.05994112721284,0,0,3.64932179921186,0,0,0.342522350552702,0,0,29.0572195412258,0.000305279862523225,0,0.0311338706853938,0,0,1.90441378381596,0,0,0.342706594055693,0,0,30.4200728193404,0,0,0,0,0,34.3716706783369
78,35.6876922159286,0,6.13817582264205,0,0,0,0.111839002231554,0,5.81441591184929,0,0,0,0.111922718552822,0,6.24053164239264,0,0,9.85845950418504,0,0,85.7801172658911,0,0,36.7236929478076,0.000374455428505146,0,0.0327921557950612,0,0,0,0.000749798387212735,0,0.0684516485666639,0,0,3.84828468898323,0,0,0.376356584456923,0,0,29.7164650605083,0.000375344014221025,0,0.0356628466922053,0,0,2.01588864922743,0,0,0.376688643381011,0,0,31.2188821102491,0,0,0,0,0,35.5735298957068
79,33.8281748936312,0,6.1649205819223,0,0,0,0.12061802760486,0,5.82224836548723,0,0,0,0.120747589397919,0,6.28150497631106,0,0,9.98057362614358,0,0,83.4828444582818,0,0,37.4092939725782,0.000441444604149279,0,0.0364474223459354,0,0,0,0.000884336473563119,0,0.0762918706909547,0,0,4.01996039841954,0,0,0.412274740032334,0,0,30.4012248303844,0.000442894039425909,0,0.0398499318382448,0,0,2.11294329826851,0,0,0.412851647884221,0,0,32.0525849925876,0,0,0,0,0,36.8970471898179
80,32.0292169832256,0,6.1645831306555,0,0,0,0.128399925641565,0,5.80632977522156,0,0,0,0.128587202940021,0,6.29519068998408,0,0,10.0635890982022,0,0,81.2297836316241,0,0,38.0651103872387,0.000507720559505165,0,0.0398826241222824,0,0,0,0.00101765232829762,0,0.0836962729193957,0,0,4.17268188047172,0,0,0.449482275019944,0,0,31.0989009470417,0.000509936075599994,0,0.0438220596231122,0,0,2.20011257252826,0,0,0.450427483663024,0,0,32.9065216785858,0,0,0,0,0,38.3110506901522
81,30.2969559255632,0,6.14382979139615,0,0,0,0.135411944533586,0,5.77280870804078,0,0,0,0.135675062122344,0,6.28867287537587,0,0,10.1199094678678,0,0,79.009396824908,0,0,38.6902121524934,0.00057516632292579,0,0.0431989056582348,0,0,0,0.00115364072209156,0,0.0908868447207978,0,0,4.31362956955075,0,0,0.487404238151598,0,0,31.7984998652525,0.000578483018662602,0,0.0477005929395465,0,0,2.2813377547973,0,0,0.488873103910975,0,0,33.7683868934955,0,0,0,0,0,39.7863437911883
82,28.6358132518684,0,6.1083785928675,0,0,0,0.141858548845132,0,5.72691025863445,0,0,0,0.142223164514885,0,6.26802835974595,0,0,10.1599404414124,0,0,76.8152248631749,0,0,39.2842226790834,0.000645681836199535,0,0.0464915795394489,0,0,0,0.00129627640785505,0,0.0980754878213707,0,0,4.44892320898431,0,0,0.525637884795923,0,0,32.4903837823065,0.000650611803914541,0,0.0516028380422231,0,0,2.3600162031322,0,0,0.527822203302149,0,0,34.6277791664007,0,0,0,0,0,41.2955232613717
83,27.048540445693,0,6.06302211798929,0,0,0,0.147920809352159,0,5.67296313244141,0,0,0,0.148421690073308,0,6.23835126016105,0,0,10.1921643854694,0,0,74.6435850394918,0,0,39.8463768609184,0.000721201278054788,0,0.0498495551894871,0,0,0,0.00144966487933104,0,0.105463356597297,0,0,4.58362489484808,0,0,0.563896969591758,0,0,33.1654889192518,0.000728497530079669,0,0.0556420308669512,0,0,2.43900309690128,0,0,0.567030250896427,0,0,35.4752163838383,0,0,0,0,0,42.8121826588967
84,25.5366053559159,0,6.01178501116605,0,0,0,0.153760199409768,0,5.61455063996106,0,0,0,0.154443051629653,0,6.20391819281768,0,0,10.223449384,0,0,72.4930526127429,0,0,40.3757285573664,0.000803732352258893,0,0.0533562558282832,0,0,0,0.00161814011504343,0,0.113243337913619,0,0,4.72186637888449,0,0,0.60198376752913,0,0,33.8155108976161,0.00081447298797523,0,0.0599289914563701,0,0,2.52067939472014,0,0,0.606346570608597,0,0,36.3022230827102,0,0,0,0,0,44.3113945787327
85,24.1003385553505,0,5.95793439808771,0,0,0,0.15951169664744,0,5.55453127834275,0,0,0,0.160432445704744,0,6.16822534219524,0,0,10.2592630146643,0,0,70.3630813869824,0,0,40.8712406906017,0.000895247815506341,0,0.0570854068978585,0,0,0,0.00180601243641237,0,0.121590184735995,0,0,4.86697373646955,0,0,0.639719585464723,0,0,34.4332569065873,0.000910885322657939,0,0.0645663649494768,0,0,2.60702138857669,0,0,0.645626020292014,0,0,37.1016838368491,0,0,0,0,0,45.7717113766354
86,22.7391736006001,0,5.90408733878123,0,0,0,0.165286865853286,0,5.49514548330004,0,0,0,0.166511094992523,0,6.13409609826212,0,0,10.3038855561072,0,0,68.253877692485,0,0,41.3319469957523,0.00099769452018868,0,0.0611016676830186,0,0,0,0.00201759347995887,0,0.130662029781651,0,0,5.02156158588897,0,0,0.676943581526797,0,0,35.0126866182429,0.00102011277219076,0,0.0696495625719497,0,0,2.69964934863825,0,0,0.684730993541407,0,0,37.8677895743746,0,0,0,0,0,47.17471084174
87,21.4502596536584,0,5.85038369645567,0,0,0,0.171014029337637,0,5.43694232569887,0,0,0,0.172601767937999,0,6.10180749664833,0,0,10.3608070447312,0,0,66.1571105188004,0,0,41.7579842834255,0.00111007227673322,0,0.0653721464576312,0,0,0,0.00225094974960115,0,0.140386675810472,0,0,5.18838199431298,0,0,0.712742478396255,0,0,35.5559502608632,0.00114122999509926,0,0.0751397848419936,0,0,2.79998878734359,0,0,0.722679274281874,0,0,38.5994052628272,0,0,0,0,0,48.5235782808797
88,20.2306335644774,0,5.79690007864539,0,0,0,0.176634205718375,0,5.3803041071413,0,0,0,0.178641303998264,0,6.0715401034412,0,0,10.4323756395426,0,0,64.0688055848255,0,0,42.1496801230783,0.00123146398724974,0,0.0698727644668489,0,0,0,0.00250433410637494,0,0.150712291007274,0,0,5.36949847407494,0,0,0.746497347455566,0,0,36.0644626104516,0.00127341615745941,0,0.0810099295659468,0,0,2.90913276511964,0,0,0.75880156601349,0,0,39.2958251727639,0,0,0,0,0,49.8182534001442
89,19.0595862013095,0,5.72079326001921,0,0,0,0.180826908886489,0,5.30412608461246,0,0,0,0.183233985630982,0,6.01623668492065,0,0,10.4563217533077,0,0,62.0416131220584,0,0,42.5042706185877,0.00134040229385958,0,0.0737481235673975,0,0,0,0.00273277654651538,0,0.159689787736974,0,0,5.51704617416977,0,0,0.780577056809011,0,0,36.5850105136974,0.00139312857035813,0,0.0861575835655484,0,0,2.99966295350626,0,0,0.795625146311117,0,0,40.0118833480717,0,0,0,0,0,51.2463926651348
90,17.9392156501548,0,5.62764860614657,0,0,0,0.183859074476456,0,5.21356677768726,0,0,0,0.186655891467644,0,5.94221612841426,0,0,10.4460115206562,0,0,60.0645138172877,0,0,42.822366952701,0.00144005365703162,0,0.0771476366799861,0,0,0,0.00294295195262471,0,0.167655753828005,0,0,5.64068729764895,0,0,0.81423144670191,0,0,37.1087445063763,0.00150388813774868,0,0.0907716308872703,0,0,3.07704066353683,0,0,0.832355452330438,0,0,40.7364619067605,0,0,0,0,0,52.7731740635973
91,16.8708031660124,0,5.52223419255331,0,0,0,0.185964415216352,0,5.11300279900235,0,0,0,0.189149627855358,0,5.85488475323357,0,0,10.4127678568747,0,0,58.1306394059809,0,0,43.1055493281542,0.00153330055309874,0,0.0802053914936147,0,0,0,0.00314098322063775,0,0.174914639194714,0,0,5.74871844830525,0,0,0.846953887163988,0,0,37.6282676044469,0.00160895012493198,0,0.0950242940640097,0,0,3.14599310519028,0,0,0.868457331658911,0,0,41.4607958685076,0,0,0,0,0,54.3661198928276
92,15.854912138076,0,5.40858824311528,0,0,0,0.187347035156384,0,5.00611261612759,0,0,0,0.190928055085559,0,5.75883267750697,0,0,10.366092142005,0,0,56.2360924368748,0,0,43.355902751216,0.00162279968841559,0,0.0830418751188749,0,0,0,0.00333256875603895,0,0.181742843481276,0,0,5.84819539768421,0,0,0.8784266489753,0,0,38.1372984427496,0.00171137437003019,0,0.0990735652212279,0,0,3.21058325520426,0,0,0.903597606205205,0,0,42.1778976516015,0,0,0,0,0,55.9948470926391
93,14.8914218563717,0,5.29005413441777,0,0,0,0.188182312508425,0,4.89591206920559,0,0,0,0.192175258762561,0,5.65787200383599,0,0,10.3137590684659,0,0,54.3785925704579,0,0,43.5751262288337,0.00171099718380143,0,0.0857640412735421,0,0,0,0.00352302385195137,0,0.18838916886919,0,0,5.94496950375645,0,0,0.90845891372772,0,0,38.629889772466,0.0018140526909447,0,0.103063666855979,0,0,3.27423018842574,0,0,0.937580824241277,0,0,42.8815238455427,0,0,0,0,0,57.6301998876644
94,13.9796988738678,0,5.16939939959045,0,0,0,0.188621523349311,0,4.78486719078648,0,0,0,0.193051355090059,0,5.55516792222718,0,0,10.2620922912328,0,0,52.5571552145688,0,0,43.7646516890255,0.00180018237397254,0,0.0884672613125386,0,0,0,0.00371740281608961,0,0.19507942982869,0,0,6.04384469305647,0,0,0.936956737910062,0,0,39.1005567883273,0.00191977879493819,0,0.107127807313701,0,0,3.33979619385377,0,0,0.970317860627838,0,0,43.5661939549937,0,0,0,0,0,59.2447673355195
95,13.1186733189948,0,5.04884406885964,0,0,0,0.18878946475401,0,4.67492566540178,0,0,0,0.193688324852872,0,5.45327763784034,0,0,10.2161422327118,0,0,50.7712790617565,0,0,43.9256203148482,0.00189237839901306,0,0.091232306141585,0,0,0,0.003920219130042,0,0.202008449886467,0,0,6.1487162396623,0,0,0.963853973510149,0,0,39.5446002210707,0.00203107525730249,0,0.111382980904757,0,0,3.40965971645724,0,0,1.00173581586854,0,0,44.2273998461918,0,0,0,0,0,60.814960808275
96,12.3069453678394,0,4.93014325520339,0,0,0,0.188788099370914,0,4.56759663304285,0,0,0,0.194193900154228,0,5.3542383160185,0,0,10.1798768904311,0,0,49.0208587757743,0,0,44.0589990432438,0.00198937117948321,0,0.094126850354822,0,0,0,0.00413550711031463,0,0.209343381714898,0,0,6.26268223278826,0,0,0.989107858897823,0,0,39.9581108413625,0.00215022648872233,0,0.115931826977802,0,0,3.48577579873248,0,0,1.03177740127625,0,0,44.8615457470808,0,0,0,0,0,62.3205684943331
97,11.5422944843687,0,4.81357639164781,0,0,0,0.188611152324441,0,4.46329180697798,0,0,0,0.19455282775998,0,5.25834069423728,0,0,10.1558334376306,0,0,47.3007082334237,0,0,44.1646855291568,0.00209010595650586,0,0.0971323470878435,0,0,0,0.00436093746078826,0,0.217032872256779,0,0,6.38839708784732,0,0,1.01204903021279,0,0,40.3431996265643,0.00227596021096801,0,0.120741070596115,0,0,3.56953915044431,0,0,1.05963684589533,0,0,45.4672049733916,0,0,0,0,0,63.7635084062485
98,10.822491204082,0,4.69933939090453,0,0,0,0.18825509962108,0,4.36228577187515,0,0,0,0.19475409138556,0,5.1657744285928,0,0,10.1456853272027,0,0,45.608120345665,0,0,44.2431005722189,0.00219362913460952,0,0.100234885103578,0,0,0,0.00459440770829865,0,0.225038090906589,0,0,6.52782398587709,0,0,1.03226323372321,0,0,40.7014655755205,0.00240713022574528,0,0.125785512162165,0,0,3.66199933690947,0,0,1.08480039105224,0,0,46.0437182562393,0,0,0,0,0,65.1429010955307
99,10.1385078215147,0,4.57431785305622,0,0,0,0.186939945044692,0,4.25143329186938,0,0,0,0.19392318527394,0,5.05876435266111,0,0,10.095960693393,0,0,43.9691450018822,0,0,44.2824491772027,0.00227841192433973,0,0.102626273678441,0,0,0,0.00478824437440109,0,0.23140188512899,0,0,6.63152954094945,0,0,1.05172169180283,0,0,41.0610853362213,0.00251736634265524,0,0.129890925551071,0,0,3.73366088236187,0,0,1.10946808979034,0,0,46.625841680091,0,0,0,0,0,66.6583553792993
100,9.49018737456047,0,4.44196094729316,0,0,0,0.184867565756312,0,4.13403243067682,0,0,0,0.192276058984111,0,4.94162729388276,0,0,10.0182218292044,0,0,42.3777101656677,0,0,44.2857313710477,0.00234825693430424,0,0.104466454297172,0,0,0,0.0049506950531706,0,0.236500618734184,0,0,6.70972877279723,0,0,1.06989475647575,0,0,41.4169599411423,0.00261114791100404,0,0.133277613643589,0,0,3.79052042465212,0,0,1.13301411683107,0,0,47.206343180773,0,0,0,0,0,68.2718767063707
101,8.87708012058864,0,4.30517171780302,0,0,0,0.182211664558727,0,4.01284646297504,0,0,0,0.189999092024195,0,4.81801573832794,0,0,9.92224073513546,0,0,40.8299702445837,0,0,44.256590538384,0.00240650856565173,0,0.105895552377209,0,0,0,0.00508904734291349,0,0.240666155406216,0,0,6.77115755231194,0,0,1.08645652150511,0,0,41.7650302400625,0.00269245265909025,0,0.136141093672321,0,0,3.83774551546197,0,0,1.15504723755054,0,0,47.780026635396,0,0,0,0,0,69.9486549687019
102,8.29848544194563,0,4.16636814590022,0,0,0,0.179120832804651,0,3.89016389298061,0,0,0,0.187252358616283,0,4.69099126683072,0,0,9.81619923691659,0,0,39.323638544619,0,0,44.1988863899158,0.00245611370740165,0,0.107035972016909,0,0,0,0.00520976441764339,0,0.244190901062817,0,0,6.82321846824752,0,0,1.10123514803677,0,0,42.1019486238978,0.00276483285890752,0,0.138655144278691,0,0,3.87975968889329,0,0,1.17535544528543,0,0,48.343141362072,0,0,0,0,0,71.6566302820253
103,7.75347010074818,0,4.02751641212662,0,0,0,0.175720053578294,0,3.76783175475415,0,0,0,0.184171209307011,0,4.5630638653256,0,0,9.70679779831927,0,0,37.8572534765126,0,0,44.1159900467925,0.00249964530654399,0,0.107993152992674,0,0,0,0.00531854014922785,0,0.247329686296437,0,0,6.87205088551533,0,0,1.11415957975176,0,0,42.4244242038298,0.00283144802181198,0,0.140973004342369,0,0,3.92028290076956,0,0,1.19384664169827,0,0,48.8924417325271,0,0,0,0,0,73.3655298985611
104,7.24093651122655,0,3.89020786170168,0,0,0,0.172114455358368,0,3.64733036168664,0,0,0,0.180870248329881,0,4.43628372733048,0,0,9.59948910982367,0,0,36.4299988217608,0,0,44.0108687366311,0.00253936476911069,0,0.108857976278165,0,0,0,0.00542043767262508,0,0.25030546589808,0,0,6.92270224187282,0,0,1.12523448728659,0,0,42.7293418331147,0.00289514258599565,0,0.143230775901366,0,0,3.96243025426779,0,0,1.21052001645473,0,0,49.4251853971572,0,0,0,0,0,75.0472766517956
105,6.75965702620766,0,3.75568819034208,0,0,0,0.16838952802295,0,3.52980290930436,0,0,0,0.177442612358968,0,4.31227490799222,0,0,9.49861897765454,0,0,35.0412703358079,0,0,43.8860280160144,0.00257716580518013,0,0.109705467879012,0,0,0,0.00551972017205413,0,0.253304913970737,0,0,6.9792646941807,0,0,1.13448685170778,0,0,43.0140513546647,0.00295832769735361,0,0.145544033756771,0,0,4.00878026629251,0,0,1.22539151224712,0,0,49.9392015833133,0,0,0,0,0,76.6779547570307
106,6.30831607800438,0,3.6249119716731,0,0,0,0.164614035275908,0,3.41610910220807,0,0,0,0.173963148909259,0,4.19229923059592,0,0,9.4075922085934,0,0,33.6906300203382,0,0,43.7436129992526,0.00261461940463522,0,0.110596706460568,0,0,0,0.00561994845449294,0,0.256482769307589,0,0,7.04499833733334,0,0,1.14196113518779,0,0,43.2763805869429,0.00302303409389114,0,0.148010307807356,0,0,4.06144483916637,0,0,1.23849143081256,0,0,50.4328664113021,0,0,0,0,0,78.2372909815801
107,5.88535014489746,0,3.49804596605816,0,0,0,0.160801984599214,0,3.30645578101129,0,0,0,0.170441825559707,0,4.07652901690935,0,0,9.32817985999527,0,0,32.3747286999314,0,0,43.5834879316102,0.00265126709518037,0,0.111527311723373,0,0,0,0.00571990452530681,0,0.259817248078178,0,0,7.12227037847701,0,0,1.14723861799044,0,0,43.5181293797671,0.00308848461024576,0,0.150610799092715,0,0,4.12169797526214,0,0,1.24926407672483,0,0,50.9045471054815,0,0,0,0,0,79.7270529519002
108,5.48922741540845,0,3.37518611004467,0,0,0,0.156965519256792,0,3.20095261449545,0,0,0,0.1668875544364,0,3.96505236481689,0,0,9.26150735555176,0,0,31.0915650266511,0,0,43.4061226701737,0.00268669509115131,0,0.112493696787414,0,0,0,0.00581849108193441,0,0.263290760857818,0,0,7.21279353708925,0,0,1.15009037646203,0,0,43.7408066886887,0.00315397948807762,0,0.153330367233829,0,0,4.19047433239591,0,0,1.25738617822209,0,0,51.3536134812586,0,0,0,0,0,81.1465701931378
109,5.11603192086168,0,3.24945671435119,0,0,0,0.152719990867393,0,3.09191580909532,0,0,0,0.162845726276832,0,3.84701136374428,0,0,9.16375349676602,0,0,29.8527153326521,0,0,43.1934570295521,0.00270530340095555,0,0.112854388457662,0,0,0,0.00587926123139524,0,0.265263031203744,0,0,7.26837987704479,0,0,1.15190506393547,0,0,43.955252245497,0.0031982566438113,0,0.155131088128955,0,0,4.23791838524967,0,0,1.26448656356823,0,0,51.7945749756284,0,0,0,0,0,82.7013424889758
110,4.76505597053177,0,3.1226709414145,0,0,0,0.148182277551757,0,2.98123369855087,0,0,0,0.158447728981886,0,3.72504892001304,0,0,9.04442780739848,0,0,28.6547483431982,0,0,42.9499357468286,0.0027104784869805,0,0.112749360009428,0,0,0,0.00590984972498862,0,0.266079977640315,0,0,7.29909961507048,0,0,1.1523757525249,0,0,44.1597017158627,0.00322562503922573,0,0.156225225502931,0,0,4.2701688134736,0,0,1.27016605408488,0,0,52.2241158655283,0,0,0,0,0,84.3522733971169
111,4.43551612034291,0,2.99632354285933,0,0,0,0.143451043213603,0,2.87046265271364,0,0,0,0.153804922594886,0,3.60137064370823,0,0,8.91154223612967,0,0,27.4953703304468,0,0,42.6803166321735,0.00270514276241829,0,0.112299194485358,0,0,0,0.00591686657283286,0,0.266041346569136,0,0,7.31353394854203,0,0,1.15134111102915,0,0,44.3530561587622,0.00323982821901152,0,0.156797761556252,0,0,4.29249437368167,0,0,1.27420471479717,0,0,52.6405486142426,0,0,0,0,0,86.0638299570356
112,4.1265687328401,0,2.87162932276365,0,0,0,0.138608862623963,0,2.76086713155295,0,0,0,0.14901098523781,0,3.4777966416136,0,0,8.77178728294599,0,0,26.3730737083411,0,0,42.3893364619333,0.00269181142212729,0,0.111607252628673,0,0,0,0.00590602642777225,0,0.26540606346295,0,0,7.31893462087922,0,0,1.14874773196556,0,0,44.5345954556714,0.00324411834105334,0,0.157009705836938,0,0,4.30939042219376,0,0,1.27651725007655,0,0,53.0432675425765,0,0,0,0,0,87.8035148343676
113,3.83732664059675,0,2.74956022054216,0,0,0,0.133724236237242,0,2.6534582271983,0,0,0,0.144144126922328,0,3.35581124210519,0,0,8.63069836219991,0,0,25.2868786866235,0,0,42.0814930447075,0.00267264295984059,0,0.110761658442677,0,0,0,0.00588226309370496,0,0.26439710867911,0,0,7.32137484939748,0,0,1.14461943579479,0,0,44.7037976181929,0.00324132150136143,0,0.157001100197919,0,0,4.32466974115959,0,0,1.2771163577022,0,0,53.4323624069995,0,0,0,0,0,89.5416935692391
114,3.5668749688714,0,2.63087971525114,0,0,0,0.128853457697275,0,2.54902943353576,0,0,0,0.139269135837143,0,3.23660905173013,0,0,8.49280853737274,0,0,24.2361473887435,0,0,41.760912490431,0.00264948474814441,0,0.109837119620588,0,0,0,0.00584983251429799,0,0.263205962734912,0,0,7.32588762127775,0,0,1.1390335102643,0,0,44.8602232398712,0.00323389638935141,0,0.156893749665776,0,0,4.34154536995715,0,0,1.27608405187975,0,0,53.8083406076597,0,0,0,0,0,91.2514777430992
115,3.31428055070815,0,2.51615984195511,0,0,0,0.124041230663219,0,2.44817441762656,0,0,0,0.134437627600793,0,3.12111470050351,0,0,8.3617401023534,0,0,23.2203195733398,0,0,41.4311741064136,0.00262385809117202,0,0.10889462578771,0,0,0,0.0058122473251392,0,0.261990701018324,0,0,7.33657570011568,0,0,1.13208150722164,0,0,45.0036276262417,0.00322387865521287,0,0.156789343121687,0,0,4.36268229009017,0,0,1.27351423417902,0,0,54.1719274090893,0,0,0,0,0,92.9102854130027
116,3.07860532797935,0,2.40581121839326,0,0,0,0.119322400735864,0,2.35131823590628,0,0,0,0.12969000230063,0,3.01002258576114,0,0,8.24033440141956,0,0,22.2388707215808,0,0,41.0953453430302,0.00259700066027231,0,0.107983175176461,0,0,0,0.00577237278438288,0,0.260880122878605,0,0,7.35672890144869,0,0,1.12386333235396,0,0,45.1339138139016,0.0032129350587124,0,0.156771915868094,0,0,4.39026715006755,0,0,1.26950787312433,0,0,54.5239927185518,0,0,0,0,0,94.4991563322649
117,2.85885805102879,0,2.29986129984008,0,0,0,0.114707501893623,0,2.25852709959134,0,0,0,0.125036615387605,0,2.90340171241129,0,0,8.12987321667496,0,0,21.2896659369104,0,0,40.7535895487712,0.00256898413409337,0,0.107107803846379,0,0,0,0.00573019585917804,0,0.259877530228685,0,0,7.38846491339308,0,0,1.11416674321649,0,0,45.2530514981701,0.00320095872669894,0,0.156838269446034,0,0,4.42548235533039,0,0,1.26374699641009,0,0,54.8634872068098,0,0,0,0,0,96.0203507199335
