"Time","WWWWWW","WWWWRW","WWWWBW","WWWWRR","WWWWBR","WWWWBB","CWWWWW","CWWWRW","CWWWBW","CWWWRR","CWWWBR","CWWWBB","WGWWWW","WGWWRW","WGWWBW","WGWWRR","WGWWBR","WGWWBB","CGWWWW","CGWWRW","CGWWBW","CGWWRR","CGWWBR","CGWWBB","CWCWWW","CWCWRW","CWCWBW","CWCWRR","CWCWBR","CWCWBB","CWWGWW","CWWGRW","CWWGBW","CWWGRR","CWWGBR","CWWGBB","CGCWWW","CGCWRW","CGCWBW","CGCWRR","CGCWBR","CGCWBB","WGWGWW","WGWGRW","WGWGBW","WGWGRR","WGWGBR","WGWGBB","CGWGWW","CGWGRW","CGWGBW","CGWGRR","CGWGBR","CGWGBB","CGCGWW","CGCGRW","CGCGBW","CGCGRR","CGCGBR","CGCGBB"
118,2.65408207512346,0,2.19828955780607,0,0,0,0.110204467722771,0,2.16980371074567,0,0,0,0.120485375435267,0,2.80125751315783,0,0,8.03115567844569,0,0,20.3712308866577,0,0,40.4065578969706,0.00253986069991071,0,0.106272001845515,0,0,0,0.00568568243806902,0,0.258984473723061,0,0,7.43330823788969,0,0,1.10290018452277,0,0,45.3627984480176,0.00318784311952901,0,0.156985239084498,0,0,4.46918980498577,0,0,1.25607243394597,0,0,55.1903576162452,0,0,0,0,0,97.4738611255256
119,2.46335987152646,0,2.10104131577283,0,0,0,0.105819319373281,0,2.0851035772635,0,0,0,0.116042476226154,0,2.70355050637964,0,0,7.94460734529699,0,0,19.4825898510447,0,0,40.055271775038,0.0025096841277652,0,0.10547829119997,0,0,0,0.00563882736389882,0,0.258202194291457,0,0,7.49229360826167,0,0,1.0900646821618,0,0,45.4647793138745,0.00317351221407408,0,0.157210642846943,0,0,4.52199374459845,0,0,1.24644822879165,0,0,55.5053878648682,0,0,0,0,0,98.8582183720845
120,2.28581540704254,0,2.00803770510785,0,0,0,0.101556636498258,0,2.00434750062746,0,0,0,0.111712883061044,0,2.61020978200644,0,0,7.87036691132768,0,0,18.6231262294558,0,0,39.7009949091713,0.00247852204921519,0,0.104728622333794,0,0,0,0.00558968341892523,0,0.257532544214268,0,0,7.56604989979968,0,0,1.07573007704446,0,0,45.5604952585184,0.00315793805205116,0,0.157513861760627,0,0,4.58429111409461,0,0,1.2349315047303,0,0,55.8099992451316,0,0,0,0,0,100.171043815495
121,2.12061429969454,0,1.91918100669351,0,0,0,0.0974197812447266,0,1.92742904280712,0,0,0,0.107500534600568,0,2.52113966269173,0,0,7.80833972320448,0,0,17.7924506095146,0,0,39.3450417071463,0.00244645791860637,0,0.104024436164828,0,0,0,0.00553836546770008,0,0.256977999431706,0,0,7.65484892356632,0,0,1.06001364865187,0,0,45.6511997398356,0.00314114329882287,0,0.15789580577149,0,0,4.65629938467209,0,0,1.22164536742491,0,0,56.1059187396983,0,0,0,0,0,101.409199079404
122,1.96696393863369,0,1.83435967963397,0,0,0,0.0934111102974714,0,1.85422168484833,0,0,0,0.103408534438977,0,2.436226236638,0,0,7.75824754142807,0,0,16.9903069697455,0,0,38.9886553956558,0.00241359203413321,0,0.103366773150886,0,0,0,0.00548505204369583,0,0.256541768830508,0,0,7.75865346491292,0,0,1.04306377580647,0,0,45.7378250423819,0.00312320207406777,0,0.158358923442639,0,0,4.73808351688202,0,0,1.20675801835213,0,0,56.3949428088244,0,0,0,0,0,102.56898313507
123,1.82411316117565,0,1.75345209372896,0,0,0,0.0895321146356288,0,1.78458450264005,0,0,0,0.0994392552592837,0,2.35534210725267,0,0,7.71966920986919,0,0,16.2165025494092,0,0,38.632935891898,0.00238003868782203,0,0.102756272949454,0,0,0,0.00542997686859141,0,0.25622758380911,0,0,7.87716061737527,0,0,1.02504671169763,0,0,45.8209572110757,0.00310423425530913,0,0.158906979574161,0,0,4.82957884566308,0,0,1.19046559334912,0,0,56.6787802270657,0,0,0,0,0,103.646457374826
124,1.69135162590951,0,1.67632962361241,0,0,0,0.0857835356695139,0,1.71836701741011,0,0,0,0.095594419498383,0,2.27835039195309,0,0,7.6920763866763,0,0,15.4708582027048,0,0,38.2787999864634,0.00234592268697474,0,0.102193173773689,0,0,0,0.00537341859823809,0,0.25603947811692,0,0,8.00984269201803,0,0,1.00613652859672,0,0,45.9008313020851,0.00308439853499092,0,0.159544817666169,0,0,4.93061220815315,0,0,1.1729789339308,0,0,56.9589439929818,0,0,0,0,0,104.63769240635
125,1.56800685700232,0,1.60284982329533,0,0,0,0.0821648734476806,0,1.65540246662976,0,0,0,0.0918742287904231,0,2.20508987059429,0,0,7.67479897029179,0,0,14.7531254850016,0,0,37.9269527406361,0.00231133675639709,0,0.101675594817019,0,0,0,0.00531557273018573,0,0.255975909438054,0,0,8.15594654774825,0,0,0.986497674303562,0,0,45.9775462299784,0.00306379969358319,0,0.16027368419065,0,0,5.04087281593727,0,0,1.15449523937599,0,0,57.2367181184663,0,0,0,0,0,105.540280093789
126,1.45344391725976,0,1.53286108741881,0,0,0,0.0786746620498067,0,1.59551402796508,0,0,0,0.0882777070857146,0,2.13538194215157,0,0,7.66706758492149,0,0,14.0629843424484,0,0,37.577901777537,0.00227634792298364,0,0.101199952325444,0,0,0,0.00525656852420139,0,0.256030729351087,0,0,8.31454193613998,0,0,0.966283296355746,0,0,46.0510613138181,0.00304249960318705,0,0.161091788860003,0,0,5.15994070594593,0,0,1.13519704318043,0,0,57.5131525052286,0,0,0,0,0,106.353004574717
127,1.34703896552404,0,1.46604446506485,0,0,0,0.0753021462245358,0,1.53835595906195,0,0,0,0.0847913587842371,0,2.0686981808367,0,0,7.66680364728848,0,0,13.3993886798991,0,0,37.2306153159835,0.00224038076801654,0,0.100731836022893,0,0,0,0.00519482956425353,0,0.25610063989362,0,0,8.48359228615794,0,0,0.94547487339644,0,0,46.1228841584335,0.00301943222041408,0,0.161923915794409,0,0,5.28629567412437,0,0,1.11502407918028,0,0,57.7877573134136,0,0,0,0,0,107.09054908468
128,1.24821409282028,0,1.4021302949954,0,0,0,0.0720389808753125,0,1.48363083122349,0,0,0,0.0814049806916322,0,2.00460300886478,0,0,7.67211035531584,0,0,12.7614978262226,0,0,36.8843269874412,0.00220302731507851,0,0.100244131590265,0,0,0,0.00512921261030131,0,0.256104358825914,0,0,8.66110118048144,0,0,0.92410156091893,0,0,46.1941315065344,0.00299380900305935,0,0.162710744874517,0,0,5.41850291448166,0,0,1.09398576609135,0,0,58.0604140048561,0,0,0,0,0,107.764730755695
129,1.15643425955061,0,1.34089336304991,0,0,0,0.0688789015624037,0,1.43108669868692,0,0,0,0.0781112170998331,0,1.9427451141503,0,0,7.68130582165371,0,0,12.148618688008,0,0,36.5385029198204,0.00216402880945017,0,0.0997162777158399,0,0,0,0.00505896388842811,0,0.255980472383415,0,0,8.8451693070453,0,0,0.902226748677591,0,0,46.265604368021,0.00296509324738887,0,0.16340741592444,0,0,5.55524671222599,0,0,1.07214285749639,0,0,58.331308518789,0,0,0,0,0,108.38508168912
130,1.07120406573784,0,1.2821473424981,0,0,0,0.0658173720455227,0,1.38051313669044,0,0,0,0.0749050883433416,0,1.88284762039161,0,0,7.6929383805448,0,0,11.560157282569,0,0,36.1927982283766,0.00212325499058803,0,0.0991334804458304,0,0,0,0.00498366831671623,0,0.255685121430297,0,0,9.03403211774803,0,0,0.879936969379736,0,0,46.337819252068,0.00293296944583281,0,0.163981933978339,0,0,5.69535085500308,0,0,1.04959225966848,0,0,58.600837531352,0,0,0,0,0,108.959224407502
131,0.992064583630183,0,1.22573911906659,0,0,0,0.062851241240174,0,1.33173677233642,0,0,0,0.0717835322384054,0,1.82469797350271,0,0,7.70578924371255,0,0,10.995580398585,0,0,35.8470160430948,0.00208068283648969,0,0.0984859308831421,0,0,0,0.00490319669960748,0,0.255189669136921,0,0,9.22608317693239,0,0,0.857333000378051,0,0,46.4110212319232,0.00289731087541396,0,0.164413531735229,0,0,5.83778920558209,0,0,1.02645477805509,0,0,58.8695149188056,0,0,0,0,0,109.493130478199
132,0.918590363214916,0,1.17154334826193,0,0,0,0.0599784272805369,0,1.28461668507218,0,0,0,0.0687449803518309,0,1.76813812118156,0,0,7.71886623616952,0,0,10.4543865900385,0,0,35.5010731766925,0.00203637604677189,0,0.0977680546858735,0,0,0,0.00481765418291458,0,0.254478445466682,0,0,9.41988668133549,0,0,0.834522892527342,0,0,46.4851909458989,0.00285814756114219,0,0.164691066605979,0,0,5.98168891856615,0,0,1.00286542992616,0,0,59.1378891088085,0,0,0,0,0,109.99130538666
133,0.850386614507978,0,1.11945715141702,0,0,0,0.0571976218241752,0,1.23903954924549,0,0,0,0.0657889567265497,0,1.71305469379787,0,0,7.73138795218704,0,0,9.93608429768229,0,0,35.1549800533954,0.0019904647837648,0,0.0969777409638009,0,0,0,0.00472732839756259,0,0.253546404982443,0,0,9.61417954461941,0,0,0.811616361617452,0,0,46.5600732522751,0.00281563339544172,0,0.164811329592084,0,0,6.12632534934583,0,0,0.978965460188115,0,0,59.4064928634025,0,0,0,0,0,110.457040376525
134,0.787086650944965,0,1.06939544315404,0,0,0,0.0545080399451157,0,1.19491513014037,0,0,0,0.0629157356470868,0,1.65937019710149,0,0,7.74276532728567,0,0,9.4401767773698,0,0,34.8088242529886,0.00194312773993007,0,0.0961156466786969,0,0,0,0.00463264310688722,0,0.252397002483679,0,0,9.80786890399079,0,0,0.788720612702041,0,0,46.6352044303941,0.00277001645615384,0,0.164777500124753,0,0,6.27111430708778,0,0,0.954896272671504,0,0,59.6758058638137,0,0,0,0,0,110.892594868824
135,0.728348927677162,0,1.02128227656223,0,0,0,0.0519089891938915,0,1.15216622194753,0,0,0,0.060125676800902,0,1.60702418409265,0,0,7.75251227831569,0,0,8.96613393889035,0,0,34.4627646057731,0.00189455856719741,0,0.0951834860477916,0,0,0,0.00453405965475278,0,0.251036399007963,0,0,9.99996427455507,0,0,0.765932749828265,0,0,46.7101247701613,0.00272156799901177,0,0.164594509995842,0,0,6.41553333174694,0,0,0.930785561850577,0,0,59.9462615046318,0,0,0,0,0,111.300471981286
136,0.673855281824519,0,0.97504908874874,0,0,0,0.0493997982407741,0,1.1107270268647,0,0,0,0.0574191469924146,0,1.55597002284634,0,0,7.76024606880709,0,0,8.5133938117698,0,0,34.1170120387075,0.00184495927735027,0,0.0941838315285501,0,0,0,0.00443206218059672,0,0.249472904034393,0,0,10.1895895559276,0,0,0.743339358050475,0,0,46.7843710783511,0.00267057429828456,0,0.164268657200536,0,0,6.55912960815562,0,0,0.906747208674204,0,0,60.2182396549164,0,0,0,0,0,111.683194253088
137,0.623309326003057,0,0.930633347684462,0,0,0,0.0469797669250969,0,1.07054180220056,0,0,0,0.0547964657929286,0,1.50617241730753,0,0,7.76568644314182,0,0,8.08136628774691,0,0,33.7718222354916,0.00179453514872679,0,0.0931199639427727,0,0,0,0.00432714629766853,0,0.247716576866701,0,0,10.375993377004,0,0,0.721016584051237,0,0,46.8574842214843,0.00261733049597343,0,0.163807342716047,0,0,6.70152701481697,0,0,0.882881733001872,0,0,60.4920788237721,0,0,0,0,0,112.04316385852
138,0.576434959796778,0,0.887977460482416,0,0,0,0.0446481305782018,0,1.03156363845852,0,0,0,0.05225786626731,0,1.4576053941126,0,0,7.76865264384361,0,0,7.66943787276177,0,0,33.4274927668436,0.00174349072772252,0,0.0919957508907634,0,0,0,0.00421981018511462,0,0.245778921619733,0,0,10.5585557354776,0,0,0.699030520848066,0,0,46.9290208854913,0.0025621357841571,0,0.163218880961718,0,0,6.84243096447523,0,0,0.859277059222355,0,0,60.7680938493407,0,0,0,0,0,112.382573125048
139,0.532974960043827,0,0.847027763182742,0,0,0,0.0424040302565187,0,0.99375315631522,0,0,0,0.0498034603211728,0,1.41025035306826,0,0,7.76905566644199,0,0,7.27697597190014,0,0,33.0843517419163,0.0016920263848357,0,0.0908155196712905,0,0,0,0.00411054670462147,0,0.243672572032178,0,0,10.7367858094771,0,0,0.677437654107143,0,0,46.9985481241657,0.00250528901818917,0,0.162512306529746,0,0,6.98162750615081,0,0,0.836009282040477,0,0,61.0465700784606,0,0,0,0,0,112.703307149764
140,0.492689665773782,0,0.807733650125338,0,0,0,0.040246490927519,0,0.957077245561309,0,0,0,0.0474332116905746,0,1.3640943153371,0,0,7.76688794661932,0,0,6.90333308207202,0,0,32.7427436059886,0.00164033552772038,0,0.0895839371823513,0,0,0,0.00399983684319041,0,0.241410996985016,0,0,10.9103140745386,0,0,0.656285397450782,0,0,47.0656299885728,0.00244708497092159,0,0.161697196338242,0,0,7.11897872769696,0,0,0.813143479346957,0,0,61.3277464798489,0,0,0,0,0,113.006856355788
141,0.455355757288999,0,0.770046841055719,0,0,0,0.0381744068599806,0,0.921507884271338,0,0,0,0.045146916007449,0,1.319128379594,0,0,7.7622117118884,0,0,6.54785091469967,0,0,32.4030154894928,0.00158860239703601,0,0.0883058981336772,0,0,0,0.00388814432411048,0,0.239008226104668,0,0,11.078880784533,0,0,0.635612693839523,0,0,47.1298131070685,0.00238781113904654,0,0.160783504126398,0,0,7.25441570771159,0,0,0.79073454892872,0,0,61.6117963897619,0,0,0,0,0,113.294254947847
142,0.420765125826274,0,0.733920782052038,0,0,0,0.0361865335255889,0,0.887021064978292,0,0,0,0.042944187595001,0,1.27534639490125,0,0,7.75514688040931,0,0,6.20986439376351,0,0,32.0655047380652,0.00153700039563826,0,0.0869864237922704,0,0,0,0.00377591131434802,0,0.236478600101336,0,0,11.242322203702,0,0,0.615450662113005,0,0,47.1906127062579,0.00232774508363673,0,0.159781409553536,0,0,7.3879299228673,0,0,0.768828053069976,0,0,61.8988081285721,0,0,0,0,0,113.566042438742
143,0.388723809062499,0,0.699309991169587,0,0,0,0.0342814773743778,0,0.853595604257089,0,0,0,0.0408244394546226,0,1.23274336464521,0,0,7.74585651604742,0,0,5.88870480253775,0,0,31.7305334138379,0.00148569015386709,0,0.0856305199991141,0,0,0,0.00366355276919489,0,0.233836355828571,0,0,11.4005548017693,0,0,0.595823059707579,0,0,47.2475226263169,0.00226715042965566,0,0.15870101747762,0,0,7.51956123858898,0,0,0.747460637577455,0,0,62.1887840735473,0,0,0,0,0,113.82233918382
144,0.359051016673249,0,0.666169589356776,0,0,0,0.0324576940594943,0,0.82121216655832,0,0,0,0.0387868744256345,0,1.19131422454985,0,0,7.73453376920906,0,0,5.58370291382077,0,0,31.398401426346,0.00143481830618558,0,0.0842430655788446,0,0,0,0.00355145254351,0,0.231095298778468,0,0,11.5535598323202,0,0,0.576746827420705,0,0,47.3000202155021,0.00220627394754347,0,0.15755211814037,0,0,7.6493865304725,0,0,0.726660558804321,0,0,62.4816366167518,0,0,0,0,0,114.062904710623
145,0.331577969957004,0,0.634452119213802,0,0,0,0.0307133845360184,0,0.789848496511991,0,0,0,0.0368302891513281,0,1.15104478579444,0,0,7.72133001585606,0,0,5.29417930507713,0,0,31.0693752089329,0.0013845063314515,0,0.0828278935894503,0,0,0,0.00343992471562754,0,0.228265287769915,0,0,11.7013159494131,0,0,0.558229220978921,0,0,47.3477551231291,0.00214531367477992,0,0.156341069127687,0,0,7.77743990983059,0,0,0.706440644344552,0,0,62.7772163199844,0,0,0,0,0,114.288158495535
146,0.306147222918969,0,0.604108506992877,0,0,0,0.0290465566620698,0,0.759480407343592,0,0,0,0.0349531723164377,0,1.11191408473505,0,0,7.70636066448482,0,0,5.01945280634733,0,0,30.7436765109473,0.00133485479937496,0,0.0813880487762961,0,0,0,0.00332922697710017,0,0.225353194603857,0,0,11.8438009222955,0,0,0.540269883529755,0,0,47.3905071385573,0.00208442913744243,0,0.155071593280126,0,0,7.90371960197828,0,0,0.686801938524948,0,0,63.0753053067701,0,0,0,0,0,114.498971052826
147,0.282612009688423,0,0.57508892637634,0,0,0,0.0274550784172311,0,0.730082661125706,0,0,0,0.0331537874388877,0,1.07389653850506,0,0,7.68971219147907,0,0,4.75884774779635,0,0,30.4214808994121,0.00128594717133052,0,0.0799260161000543,0,0,0,0.00321957242616654,0,0.222363766403029,0,0,11.9809954887579,0,0,0.522862666996116,0,0,47.4281576082028,0.00202375030861508,0,0.153745508264421,0,0,8.02819635190211,0,0,0.667736843647309,0,0,63.3756264473092,0,0,0,0,0,114.696512567428
148,0.260835612658385,0,0.547343525517283,0,0,0,0.0259367221107973,0,0.701629690104507,0,0,0,0.0314302401149907,0,1.03696379812555,0,0,7.67144921665378,0,0,4.51169985847095,0,0,30.1029205200497,0.00123785306235596,0,0.0784439129952029,0,0,0,0.00311113955055598,0,0.219300365150345,0,0,12.1128873321233,0,0,0.505997179681921,0,0,47.4606662824777,0.00196338516564485,0,0.152363365710453,0,0,8.15082188370322,0,0,0.649231743285954,0,0,63.6778567866709,0,0,0,0,0,114.882133452694
149,0.240690751084798,0,0.520823010306271,0,0,0,0.0244892001060026,0,0.674096151320271,0,0,0,0.0297805310762427,0,1.00108626726197,0,0,7.65162107668063,0,0,4.27736087095093,0,0,29.7880884675522,0.00119063095549408,0,0.0769436443134873,0,0,0,0.00300408041094746,0,0.216165578576143,0,0,12.2394743321251,0,0,0.489660068642734,0,0,47.4880500848087,0.00190342585982634,0,0.15092499242564,0,0,8.27153672152512,0,0,0.631269137075262,0,0,63.9816399853827,0,0,0,0,0,115.057264032469
150,0.222058991703346,0,0.495479091683943,0,0,0,0.0231101930458225,0,0.647457326289072,0,0,0,0.0282025969622281,0,0.966234293410417,0,0,7.63026765821081,0,0,4.0552019676272,0,0,29.4770434344414,0.00114433040079208,0,0.0754270220311625,0,0,0,0.00289852714839649,0,0.212961706878537,0,0,12.3607667884333,0,0,0.473836059021813,0,0,47.5103623950735,0.00184395359017504,0,0.149429934290843,0,0,8.39027705850385,0,0,0.613829335268317,0,0,64.2865954834284,0,0,0,0,0,115.223326536156
151,0.204830182855725,0,0.471264806317002,0,0,0,0.0217973715120595,0,0.621689379556866,0,0,0,0.026694340503663,0,0.932379042782156,0,0,7.60742438249806,0,0,3.84461622161092,0,0,29.1698148236817,0.0010989937299047,0,0.0738958517057973,0,0,0,0.00279459692358811,0,0.209691128667146,0,0,12.4767888217019,0,0,0.458508772965328,0,0,47.527674984316,0.00178504225649293,0,0.147877801965201,0,0,8.5069806035998,0,0,0.596891756582354,0,0,64.5923263946171,0,0,0,0,0,115.381664766538
152,0.188901914180418,0,0.448134731095275,0,0,0,0.0205484123573651,0,0.596769502467931,0,0,0,0.025253652254181,0,0.89949310292541,0,0,7.58312635359786,0,0,3.6450202022219,0,0,28.8664077047591,0.00105465735814081,0,0.0723519906521747,0,0,0,0.00269239552310541,0,0.206356561549556,0,0,12.5875790200872,0,0,0.44366135960361,0,0,47.5400619134307,0.00172676106763688,0,0.146268528601518,0,0,8.62159141449378,0,0,0.580435890179442,0,0,64.8984253435479,0,0,0,0,0,115.533486526548
153,0.17417899725582,0,0.426045021954696,0,0,0,0.019361008057134,0,0.572675847274438,0,0,0,0.0238784207068343,0,0.867550572625698,0,0,7.55740931748799,0,0,3.45585457110603,0,0,28.566811168433,0.00101135243595758,0,0.0707973541699359,0,0,0,0.00259201877458482,0,0.202961111033133,0,0,12.6931896383971,0,0,0.429276854759573,0,0,47.5476055740549,0.00166917535417068,0,0.14460243329747,0,0,8.73406089241726,0,0,0.564441719155737,0,0,65.2044924974555,0,0,0,0,0,115.679897597611
154,0.160572977909593,0,0.404953427531048,0,0,0,0.0182328743645731,0,0.549387448295836,0,0,0,0.0225665401632868,0,0.836527092259022,0,0,7.53031060105713,0,0,3.27658429201125,0,0,28.2710041916862,0.000969105379699509,0,0.0692339154808912,0,0,0,0.00249355358493497,0,0.199508293209305,0,0,12.7936856513062,0,0,0.415338460211204,0,0,47.5503980792301,0.00161234708049892,0,0.142880260436308,0,0,8.84434871163625,0,0,0.548890021140327,0,0,65.5101471547827,0,0,0,0,0,115.82191788705
155,0.148001679364506,0,0.38481928707928,0,0,0,0.0171617567223962,0,0.526884144978999,0,0,0,0.0213159171250858,0,0.806399840510297,0,0,7.50187029048534,0,0,3.10669857304791,0,0,27.9789605675721,0.000927938316350765,0,0.0676637024950344,0,0,0,0.00239707872397268,0,0.19600204194804,0,0,12.8891443023857,0,0,0.40182976297163,0,0,47.5485411925852,0.00155633515829408,0,0.141103203583528,0,0,8.95242410793035,0,0,0.533762582846785,0,0,65.8150370932076,0,0,0,0,0,115.960488959347
156,0.136388774681333,0,0.365603516458536,0,0,0,0.0161454356609683,0,0.505146511578622,0,0,0,0.0201244756099514,0,0.777147507359298,0,0,7.47213266633717,0,0,2.94571060853716,0,0,27.6906534982859,0.000887869460004074,0,0.0660887927439602,0,0,0,0.00230266542098302,0,0.192446705543339,0,0,12.9796553004691,0,0,0.388734906094676,0,0,47.5421461619233,0.00150119562073494,0,0.139272918078316,0,0,9.05826760388867,0,0,0.519042350260943,0,0,66.1188473533855,0,0,0,0,0,116.096477489777
157,0.125663386306912,0,0.347268579258432,0,0,0,0.0151817311898501,0,0.484155785916121,0,0,0,0.0189901614364862,0,0.748750232176415,0,0,7.44114749270123,0,0,2.79315712639952,0,0,27.4060589395545,0.0008489134187198,0,0.064511305421955,0,0,0,0.00221037778066976,0,0.188847029673558,0,0,13.0653209243516,0,0,0.376038710203946,0,0,47.5313317319138,0.00144698166941732,0,0.13739151985149,0,0,9.16187258028559,0,0,0.504713515658518,0,0,66.4213055455595,0,0,0,0,0,116.230671257643
158,0.115759711150796,0,0.32977844450687,0,0,0,0.0142685063076455,0,0.463893796357642,0,0,0,0.0179109456573251,0,0.721189508638719,0,0,7.40897098384605,0,0,2.64859777341535,0,0,27.1251574798031,0.000811081441063574,0,0.0629333906590901,0,0,0,0.00212027305120171,0,0.185208127348916,0,0,13.1462557145628,0,0,0.363726750810662,0,0,47.5162199261893,0.00139374362217746,0,0.135461571043261,0,0,9.26324641551712,0,0,0.49076155007349,0,0,66.7221827787063,0,0,0,0,0,116.363767468883
159,0.106616669800324,0,0.313098533546496,0,0,0,0.0134036697680179,0,0.444342888037947,0,0,0,0.0168848273190391,0,0.69444806212403,0,0,7.3756663849404,0,0,2.51161437533521,0,0,26.847934893221,0.000774381613360529,0,0.0613572164847483,0,0,0,0.00203240177890093,0,0.181535437578988,0,0,13.2225856590778,0,0,0.351785398016076,0,0,47.4969299475274,0.0013415287894157,0,0.133486053849381,0,0,9.36241108552197,0,0,0.477173191055344,0,0,67.021290479383,0,0,0,0,0,116.496355174385
160,0.0981775785731552,0,0.29719565897656,0,0,0,0.0125851782334503,0,0.425485849919257,0,0,0,0.0159098357084263,0,0.66850970662847,0,0,7.34130414810956,0,0,2.38181010620233,0,0,26.5743815537569,0.000738819018878746,0,0.0597849540581336,0,0,0,0.0019468078828723,0,0.177834674938388,0,0,13.2944468483525,0,0,0.340201825313695,0,0,47.4735706092348,0.00129038130451313,0,0.131468334445733,0,0,9.45940317909369,0,0,0.46393639524734,0,0,67.3184735660901,0,0,0,0,0,116.628893519347
161,0.0903898429838133,0,0.282037955533165,0,0,0,0.0118110378487982,0,0.407305840297965,0,0,0,0.014984032055076,0,0.643359178509408,0,0,7.3059617016631,0,0,2.25880858672465,0,0,26.3044915344249,0.000704395858982117,0,0.0582187607223619,0,0,0,0.00186352864039652,0,0.17411176744848,0,0,13.3619838762415,0,0,0.32896398996242,0,0,47.4462339424743,0.00124034189547066,0,0.129412113960557,0,0,9.55427337963667,0,0,0.451040253617432,0,0,67.6136029916728,0,0,0,0,0,116.761694940306
162,0.0832046715609146,0,0.267594807091226,0,0,0,0.0110793053928066,0,0.389786314348531,0,0,0,0.0141055109017927,0,0.618981958745762,0,0,7.26972282779179,0,0,2.14225294191334,0,0,26.038261250293,0.000671111551770894,0,0.0566607619645113,0,0,0,0.00178259463054436,0,0.170372787161154,0,0,13.4253479161152,0,0,0.318060592539294,0,0,47.4149894371023,0.00119144763466781,0,0.127321370470156,0,0,9.64708539743489,0,0,0.438474881496029,0,0,67.9065671915905,0,0,0,0,0,116.894911623214
163,0.0765768067485631,0,0.253836724538927,0,0,0,0.010388087984366,0,0.372910883483864,0,0,0,0.0132723989545796,0,0.595363913726524,0,0,7.23267463401464,0,0,2.03180461215161,0,0,25.7756903021482,0.000638962674128294,0,0.055113014733901,0,0,0,0.00170402909441043,0,0.166623789297054,0,0,13.4846940617025,0,0,0.307480945246293,0,0,47.3798972134441,0.00114373115399478,0,0.125200203576515,0,0,9.73791167748316,0,0,0.426231084900991,0,0,68.1972752884439,0,0,0,0,0,117.02859617253
164,0.0704642755561044,0,0.240735250551656,0,0,0,0.0097355433106927,0,0.356663219057657,0,0,0,0.0124828552554876,0,0.572491025868664,0,0,7.19490477736622,0,0,1.92714229290625,0,0,25.5167806581578,0.000607942988961572,0,0.0535774807733666,0,0,0,0.00162784763246325,0,0.162870690520947,0,0,13.5401784640605,0,0,0.297214873049496,0,0,47.3410159496464,0.00109722016080842,0,0.123052713326503,0,0,9.82682927766994,0,0,0.414300116464301,0,0,68.4856553451515,0,0,0,0,0,117.162743567997
165,0.0648281583539121,0,0.228262888399921,0,0,0,0.00911988022617146,0,0.34102699556652,0,0,0,0.0117350723573361,0,0.550349207174559,0,0,7.15649917862881,0,0,1.82796099841695,0,0,25.261535302344,0.000578043542635192,0,0.0520560088877452,0,0,0,0.00155405818560559,0,0.159119183032845,0,0,13.5919558084232,0,0,0.287252644384329,0,0,47.2984078469466,0.0010519372119076,0,0.120882911524388,0,0,9.9139163443519,0,0,0.402673511078913,0,0,68.7716510065516,0,0,0,0,0,117.297320959512
166,0.0596323742422873,0,0.216393050339409,0,0,0,0.00853935955537442,0,0.325985865784741,0,0,0,0.0110272781640384,0,0.528924182734608,0,0,7.11754027693226,0,0,1.7339712307215,0,0,25.0099568146344,0.000549252814868425,0,0.0505503245389931,0,0,0,0.0014826612372494,0,0.155374678935831,0,0,13.6401772910223,0,0,0.277584925453392,0,0,47.2521416067673,0.00100789969433503,0,0.118694661286654,0,0,9.99924931061574,0,0,0.391342986966689,0,0,69.0552178401153,0,0,0,0,0,117.432288403858
167,0.0548434815632987,0,0.205100021031119,0,0,0,0.00799229495544767,0,0.311523460061755,0,0,0,0.0103577381407574,0,0.508201429984284,0,0,7.07810579226323,0,0,1.6448982327354,0,0,24.7620460443482,0.000521556904499286,0,0.0490620251150426,0,0,0,0.00141365017662968,0,0.151642278889027,0,0,13.6849890857025,0,0,0.268202751845952,0,0,47.2022938128028,0.000965119963071887,0,0.116491640009355,0,0,10.0829008021056,0,0,0.380300397360433,0,0,69.336319754129,0,0,0,0,0,117.567612074226
168,0.0504304922896469,0,0.19435893190642,0,0,0,0.00747705372491205,0,0.297623402789463,0,0,0,0.00972475765491305,0,0.488166160370186,0,0,7.03826792846656,0,0,1.56048130582776,0,0,24.5178008996426,0.000494939737004153,0,0.0475925793763447,0,0,0,0.00134701177120501,0,0.14792675937583,0,0,13.7265312176138,0,0,0.2590975118583,0,0,47.1489488567824,0.000923605590972725,0,0.114277320949987,0,0,10.1649381703351,0,0,0.369537719144906,0,0,69.6149254415839,0,0,0,0,0,117.70327074186
169,0.046364699175488,0,0.18414574298689,0,0,0,0.00699205747590471,0,0.284269340104959,0,0,0,0.00912668426246656,0,0.46880333156358,0,0,6.99809295067436,0,0,1.48047317570964,0,0,24.277215298821,0.000469383282221333,0,0.046143329798811,0,0,0,0.00128272670402076,0,0.144232573467935,0,0,13.7649367864006,0,0,0.250260936879337,0,0,47.0921977000273,0.000883359692035235,0,0.112054968867279,0,0,10.2454225779979,0,0,0.35904706642611,0,0,69.8910049643517,0,0,0,0,0,117.839256802592
